NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE
II11040,N,N,1,10,12
g6237,N,N,1,11,13
g6683,N,N,1,12,14
g7078,N,N,1,13,15
II13277,N,N,1,14,16
g7281,N,N,1,15,17
II13649,N,N,1,16,18
g7487,N,N,1,17,19
II13846,N,N,1,18,20
g7556,N,N,1,19,21
II14064,N,N,1,20,22
g7731,N,Y,1,21,23
II11011,N,N,1,10,11
g6224,N,N,1,11,12
g6658,N,N,1,12,13
g7067,N,N,1,13,14
II13271,N,N,1,14,15
g7279,N,N,1,15,16
II13622,N,N,1,16,17
g7466,N,N,1,17,18
II13834,N,N,1,18,19
g7550,N,N,1,19,20
II14067,N,N,1,20,21
g7732,N,Y,1,21,22
II11929,N,N,1,11,12
g6649,N,N,1,12,13
g7058,N,N,1,13,14
g7256,N,N,1,14,15
II13676,N,N,1,15,16
g7500,N,N,1,16,17
II14025,N,N,1,17,18
g7716,N,N,1,18,19
II14257,N,N,1,19,20
g7835,N,N,1,20,21
II14427,N,N,1,21,22
g8216,N,Y,1,22,23
II11942,N,N,1,11,12
g6654,N,N,1,12,13
g7060,N,N,1,13,14
g7259,N,N,1,14,15
II13679,N,N,1,15,16
g7501,N,N,1,16,17
II14028,N,N,1,17,18
g7717,N,N,1,18,19
II14260,N,N,1,19,20
g7836,N,N,1,20,21
II14430,N,N,1,21,22
g8217,N,Y,1,22,23
II11559,N,N,1,11,12
g6426,N,N,1,12,13
g6904,N,N,1,13,14
g7147,N,N,1,14,15
II13454,N,N,1,15,16
g7346,N,N,1,16,17
II13794,N,N,1,17,18
g7538,N,N,1,18,19
II14330,N,N,1,19,20
g8061,N,N,1,20,21
II14433,N,N,1,21,22
g8218,N,Y,1,22,23
II11984,N,N,1,12,13
g6676,N,N,1,13,14
g7077,N,N,1,14,15
g7265,N,N,1,15,16
II13362,N,N,1,16,17
g7310,N,N,1,17,18
II14035,N,N,1,18,19
g7720,N,N,1,19,20
II14276,N,N,1,20,21
g7904,N,N,1,21,22
II14436,N,N,1,22,23
g8219,N,Y,1,23,24
g1033[IL],Y,N,0,0,1
g2396,N,N,1,1,2
g6131,N,N,1,9,10
g6565,N,N,1,10,16
II12725,N,N,1,11,17
g6984,N,N,1,12,18
II13031,N,N,1,13,19
g7149,N,N,1,14,20
II13388,N,N,1,15,21
g7320,N,N,1,16,22
II13807,N,N,1,17,23
g7541,N,N,1,18,24
II14251,N,N,1,19,25
g7829,N,N,1,20,26
II14489,N,N,1,21,27
g8234,N,Y,1,22,28
II12561,N,N,1,12,13
g6896,N,N,1,13,14
g7124,N,N,1,14,15
g7319,N,N,1,15,16
g5207,N,N,1,7,8
g5749,N,N,1,8,9
g7552,N,N,1,16,19
II14227,N,N,1,17,20
g7790,N,N,1,18,21
II14646,N,N,1,19,22
g8511,N,N,1,20,23
II14777,N,N,1,21,24
g8661,N,Y,1,22,25
II12829,N,N,1,12,14
g7064,N,N,1,13,15
g7260,N,N,1,14,16
g7494,N,N,1,15,17
II14052,N,N,1,16,18
g7727,N,N,1,17,19
II14416,N,N,1,18,20
g8179,N,N,1,19,21
II14573,N,N,1,20,22
g8324,N,N,1,21,23
II14783,N,N,1,22,24
g8663,N,Y,1,23,25
g1030[IL],Y,N,0,0,1
g998[IL],Y,N,0,0,1
g1909,N,N,1,1,2
g6270,N,N,1,9,13
g999[IL],Y,N,0,0,1
g2245,N,N,1,1,2
g6452,N,N,1,10,16
g8176,N,N,1,15,32
II11031,N,N,1,9,10
g6232,N,N,1,10,11
g8633,N,N,1,16,32
II15003,N,N,1,17,32
g8797,N,N,1,18,32
II15202,N,N,1,19,32
g8872,N,Y,1,20,32
g10[IL],Y,N,0,0,1
g1687,N,N,1,1,2
II6517,N,N,1,2,3
g2780,N,N,1,3,4
II7931,N,N,1,4,5
g4106,N,N,1,5,6
II8945,N,N,1,6,7
g4680,N,N,1,7,8
g5453,N,N,1,8,9
g6111,N,N,1,9,10
g7215,N,N,1,13,29
II14366,N,N,1,15,32
g8091,N,N,1,17,32
g8627,N,N,1,18,32
II15007,N,N,1,19,32
g8799,N,N,1,20,32
II15308,N,N,1,21,32
g8898,N,N,1,22,32
II15388,N,N,1,23,32
g8958,N,Y,1,24,32
g31[IL],Y,N,0,0,1
g2478,N,N,1,1,2
II7101,N,N,1,2,3
g3632,N,N,1,3,4
II7626,N,N,1,4,5
g3941,N,N,1,5,6
II9460,N,N,1,6,7
g5086,N,N,1,7,8
g5526,N,N,1,8,9
g32[IL],Y,N,0,0,1
g2479,N,N,1,1,2
II7104,N,N,1,2,3
g3633,N,N,1,3,4
II7629,N,N,1,4,5
g3942,N,N,1,5,6
II9463,N,N,1,6,7
g5087,N,N,1,7,8
g5294,N,N,1,8,9
g5987,N,N,1,9,10
g6633,N,N,1,10,20
g30[IL],Y,N,0,0,1
g2458,N,N,1,1,2
II7064,N,N,1,2,3
g3590,N,N,1,3,4
II7548,N,N,1,4,5
g3917,N,N,1,5,6
II9425,N,N,1,6,7
g5061,N,N,1,7,8
g5542,N,N,1,8,9
g6204,N,N,1,9,19
g6952,N,N,1,11,31
g7150,N,N,1,12,32
g7344,N,N,1,15,32
g7721,N,N,1,16,32
g8198,N,N,1,17,32
II14709,N,N,1,18,32
g8631,N,N,1,19,32
II15160,N,N,1,20,32
g8856,N,N,1,21,32
II15340,N,N,1,22,32
g8918,N,N,1,23,32
II15484,N,N,1,24,32
g9020,N,N,1,25,32
II15527,N,N,1,26,32
g9039,N,N,1,27,32
II15762,N,N,1,28,32
g9128,N,Y,1,29,32
II14492,N,N,1,21,27
g8235,N,N,1,22,28
g8683,N,N,1,23,29
g8881,N,N,1,24,30
II15420,N,N,1,25,31
g8972,N,N,1,26,32
II15530,N,N,1,27,32
g9042,N,N,1,28,32
II15747,N,N,1,29,32
g9121,N,N,1,30,32
II15770,N,N,1,31,32
g9132,N,Y,1,35,32
II15765,N,N,1,28,32
g9129,N,N,1,29,32
g9141,N,N,1,30,32
g9157,N,N,1,31,32
II15824,N,N,1,32,32
g9180,N,N,1,33,32
II15830,N,N,1,35,32
g9184,N,N,1,36,32
II15871,N,N,1,37,32
g9195,N,N,1,38,32
II15894,N,N,1,39,32
g9204,N,Y,1,40,32
g2485,N,N,1,1,2
g3677,N,N,1,2,3
g4465,N,N,1,3,4
g4748,N,N,1,4,5
g44[IL],Y,N,0,0,1
g2480,N,N,1,1,2
II7107,N,N,1,2,3
g3634,N,N,1,3,4
II7632,N,N,1,4,5
g3943,N,N,1,5,6
II9466,N,N,1,6,7
g5088,N,N,1,7,8
g5403,N,N,1,8,9
g6253,N,N,1,9,10
g41[IL],Y,N,0,0,1
g2520,N,N,1,1,2
II7204,N,N,1,2,3
g3705,N,N,1,3,4
II7775,N,N,1,4,5
g4018,N,N,1,5,6
II9539,N,N,1,6,7
g5137,N,N,1,7,8
g5448,N,N,1,8,9
g42[IL],Y,N,0,0,1
g2470,N,N,1,1,2
II7082,N,N,1,2,3
g3612,N,N,1,3,4
II7581,N,N,1,4,5
g3926,N,N,1,5,6
II9446,N,N,1,6,7
g5076,N,N,1,7,8
g5397,N,N,1,8,9
II11086,N,N,1,9,10
g6267,N,N,1,10,11
g55[IL],Y,N,0,0,1
g6264,N,N,1,9,10
g6710,N,N,1,10,12
g7083,N,N,1,11,32
g7152,N,N,1,13,32
II13515,N,N,1,14,32
g7367,N,N,1,15,32
II8089,N,N,1,3,13
II5868,N,N,1,1,2
g2057,N,N,1,2,3
II5855,N,N,1,1,2
g2020,N,N,1,2,3
II8090,N,N,1,4,15
g4194,N,N,1,5,29
g7652,N,N,1,16,32
II14424,N,N,1,17,32
g8199,N,N,1,18,32
g1907,N,N,1,1,2
II6956,N,N,1,2,3
g3430,N,N,1,3,4
g1896,N,N,1,1,2
II6952,N,N,1,2,3
g3398,N,N,1,3,4
g1887,N,N,1,1,2
II6946,N,N,1,2,3
g3359,N,N,1,3,4
II8033,N,N,1,4,16
II5872,N,N,1,1,2
g2074,N,N,1,2,3
II8034,N,N,1,4,15
g4158,N,N,1,5,32
g7678,N,N,1,16,32
II14298,N,N,1,17,32
g7993,N,N,1,18,32
II8045,N,N,1,4,16
II8046,N,N,1,4,14
g4166,N,N,1,5,31
g7680,N,N,1,16,32
II14291,N,N,1,17,32
g7966,N,N,1,18,32
g7614,N,N,1,16,32
II14234,N,N,1,17,32
g7793,N,N,1,18,32
g7608,N,N,1,16,32
II14238,N,N,1,17,32
g7811,N,N,1,18,32
II14753,N,N,1,21,32
II8071,N,N,1,3,13
II8072,N,N,1,4,16
g4182,N,N,1,5,30
g7625,N,N,1,16,32
II14285,N,N,1,17,32
g7937,N,N,1,18,32
II8078,N,N,1,3,13
II8079,N,N,1,4,15
g4187,N,N,1,5,29
g7631,N,N,1,16,32
II14273,N,N,1,17,32
g7887,N,N,1,18,32
II8108,N,N,1,3,13
II8109,N,N,1,4,16
g4201,N,N,1,5,30
g7657,N,N,1,16,32
II14318,N,N,1,17,32
g8029,N,N,1,18,32
II8114,N,N,1,3,13
II8115,N,N,1,4,15
g4216,N,N,1,5,29
g7676,N,N,1,16,32
II14315,N,N,1,17,32
g8018,N,N,1,18,32
II14754,N,N,1,21,32
g8655,N,N,1,22,32
g471[IL],Y,N,0,0,1
II6127,N,N,1,1,2
g2328,N,N,1,2,3
g2930,N,N,1,3,4
g4589,N,N,1,4,5
g8278,N,N,1,19,32
g527[IL],Y,N,0,0,1
g8329,N,N,1,19,32
g648,Y,N,0,0,1
II5386,N,N,1,1,2
g658,N,N,1,2,3
g8461,N,N,1,19,32
g685[IL],Y,N,0,0,1
g8382,N,N,1,19,32
II14932,N,N,1,22,32
g694,Y,N,0,0,1
II5392,N,N,1,1,2
g695,N,N,1,2,3
g8385,N,N,1,19,32
g710[IL],Y,N,0,0,1
g8404,N,N,1,19,32
g746[IL],Y,N,0,0,1
g8441,N,N,1,19,32
g8462,N,N,1,19,32
II14933,N,N,1,22,32
g8758,N,N,1,24,32
II8617,N,N,1,4,16
II8618,N,N,1,4,16
g4532,N,N,1,7,32
II8593,N,N,1,4,16
II8594,N,N,1,4,14
g4517,N,N,1,5,31
II8019,N,N,1,4,16
II8020,N,N,1,4,14
g4150,N,N,1,5,31
II8005,N,N,1,4,16
II8006,N,N,1,4,15
g4142,N,N,1,5,32
II8642,N,N,1,4,16
II8643,N,N,1,4,15
g4549,N,N,1,5,32
II9044,N,N,1,9,32
g4736,N,N,1,10,32
II8495,N,N,1,4,16
II8496,N,N,1,4,15
g4469,N,N,1,5,32
II8460,N,N,1,4,16
II8461,N,N,1,4,16
g4448,N,N,1,7,32
II8573,N,N,1,4,16
II8574,N,N,1,4,15
g4507,N,N,1,5,32
II8551,N,N,1,4,16
II8552,N,N,1,4,15
g4497,N,N,1,5,32
II8528,N,N,1,4,16
II8529,N,N,1,4,16
g4486,N,N,1,7,32
II9038,N,N,1,9,32
g4734,N,N,1,10,32
g5345,N,N,1,11,32
g6093,N,N,1,12,32
g8953,N,N,1,25,32
g7658,N,N,1,16,32
g8153,N,N,1,17,32
g7616,N,N,1,16,32
g8074,N,N,1,17,32
II11638,N,N,1,11,12
g6478,N,N,1,12,13
II12881,N,N,1,13,14
g7097,N,N,1,14,15
g7174,N,N,1,15,16
g7456,N,N,1,16,17
g7634,N,N,1,16,32
g8069,N,N,1,19,32
g7654,N,N,1,16,32
g7628,N,N,1,16,32
g7611,N,N,1,16,32
g8082,N,N,1,17,32
g8523,N,N,1,20,32
g8794,N,N,1,21,32
g8073,N,N,1,17,32
g8092,N,N,1,17,32
g8239,N,N,1,20,32
g8915,N,N,1,22,32
g7701,N,N,1,16,32
g8041,N,N,1,17,32
g8493,N,N,1,18,32
g7694,N,N,1,16,32
g8038,N,N,1,17,32
g8483,N,N,1,18,32
g7696,N,N,1,16,32
g8039,N,N,1,17,32
g8464,N,N,1,18,32
g7699,N,N,1,16,32
g8040,N,N,1,17,32
g8514,N,N,1,18,32
II15175,N,N,1,21,32
g8863,N,N,1,22,32
g766[IL],Y,N,0,0,1
g1853,N,N,1,1,2
g3771,N,N,1,2,3
g8736,N,N,1,19,32
g758[IL],Y,N,0,0,1
g1803,N,N,1,1,2
g2721,N,N,1,2,3
g8748,N,N,1,19,32
g774[IL],Y,N,0,0,1
g1856,N,N,1,1,2
g2966,N,N,1,2,3
g8740,N,N,1,19,32
II15400,N,N,1,22,32
g8964,N,N,1,23,32
g9084,N,N,1,24,32
g9122,N,N,1,26,32
II8417,N,N,1,4,16
II8418,N,N,1,4,17
g4417,N,N,1,7,32
g1878,N,N,1,1,2
II6936,N,N,1,2,3
g3341,N,N,1,3,4
II8057,N,N,1,4,17
II8058,N,N,1,3,13
g4172,N,N,1,5,31
II8040,N,N,1,4,17
II8041,N,N,1,4,14
g4163,N,N,1,5,32
II8568,N,N,1,4,17
II8569,N,N,1,4,14
g4504,N,N,1,5,32
II8546,N,N,1,4,17
II8547,N,N,1,4,15
g4494,N,N,1,7,32
II8436,N,N,1,4,16
II8437,N,N,1,4,16
g4430,N,N,1,7,32
II9029,N,N,1,9,32
g4727,N,N,1,10,32
II7994,N,N,1,4,17
II7995,N,N,1,4,15
g4135,N,N,1,7,32
II8612,N,N,1,4,17
II8613,N,N,1,4,15
g4529,N,N,1,7,32
II8588,N,N,1,4,17
II8589,N,N,1,4,16
g4514,N,N,1,7,32
II8028,N,N,1,4,17
II8029,N,N,1,4,14
g4155,N,N,1,5,32
II8014,N,N,1,4,17
II8015,N,N,1,4,15
g4147,N,N,1,7,32
II8000,N,N,1,4,17
II8001,N,N,1,4,14
g4139,N,N,1,5,32
II9047,N,N,1,9,32
g4737,N,N,1,10,32
II8431,N,N,1,4,17
II8432,N,N,1,4,16
g4427,N,N,1,7,32
II8412,N,N,1,4,17
II8413,N,N,1,4,16
g4414,N,N,1,7,32
II8400,N,N,1,4,17
II8401,N,N,1,4,17
g4403,N,N,1,8,32
II8523,N,N,1,4,17
II8524,N,N,1,4,15
g4483,N,N,1,7,32
II8490,N,N,1,4,17
II8491,N,N,1,4,16
g4466,N,N,1,7,32
II8455,N,N,1,4,17
II8456,N,N,1,4,15
g4445,N,N,1,7,32
II9041,N,N,1,9,32
g4735,N,N,1,10,32
g5317,N,N,1,11,32
g6089,N,N,1,12,32
g9143,N,N,1,27,32
g624[IL],Y,N,0,0,1
g1782,N,N,1,1,2
g2807,N,N,1,2,3
g7689,N,N,1,16,32
g8015,N,N,1,17,32
g8443,N,N,1,18,32
g8735,N,N,1,19,32
g7692,N,N,1,16,32
g8017,N,N,1,17,32
g8421,N,N,1,18,32
g7691,N,N,1,16,32
II14378,N,N,1,17,32
g8131,N,N,1,18,32
g7693,N,N,1,16,32
II14374,N,N,1,17,32
g8111,N,N,1,18,32
g7713,N,N,1,16,32
II14325,N,N,1,17,32
g8042,N,N,1,18,32
g7536,N,N,1,16,32
II14394,N,N,1,17,32
g8156,N,N,1,18,32
II15098,N,N,1,21,32
g7695,N,N,1,16,32
II14267,N,N,1,17,32
g7855,N,N,1,18,32
g7698,N,N,1,16,32
II14264,N,N,1,17,32
g7838,N,N,1,18,32
g7700,N,N,1,16,32
II14279,N,N,1,17,32
g7905,N,N,1,18,32
g7703,N,N,1,16,32
II14270,N,N,1,17,32
g7870,N,N,1,18,32
II15099,N,N,1,21,32
g7705,N,N,1,16,32
II14288,N,N,1,17,32
g7951,N,N,1,18,32
g7709,N,N,1,16,32
II14282,N,N,1,17,32
g7920,N,N,1,18,32
g7553,N,N,1,16,32
II14294,N,N,1,17,32
g7983,N,N,1,18,32
g7554,N,N,1,16,32
II14420,N,N,1,17,32
g8181,N,N,1,18,32
II15100,N,N,1,21,32
g7557,N,N,1,16,32
g7992,N,N,1,17,32
g8363,N,N,1,18,32
g7559,N,N,1,16,32
g8008,N,N,1,17,32
g8342,N,N,1,18,32
g7561,N,N,1,16,32
g8013,N,N,1,17,32
g8407,N,N,1,18,32
g7564,N,N,1,16,32
g8014,N,N,1,17,32
g8386,N,N,1,18,32
II15101,N,N,1,21,32
II15102,N,N,1,23,32
g8818,N,N,1,24,32
g110[IL],Y,N,0,0,1
g8270,N,N,1,19,32
g142[IL],Y,N,0,0,1
g8258,N,N,1,19,32
g168[IL],Y,N,0,0,1
g8281,N,N,1,19,32
g185[IL],Y,N,0,0,1
g8273,N,N,1,19,32
II15228,N,N,1,22,32
g228[IL],Y,N,0,0,1
II6003,N,N,1,1,2
g2266,N,N,1,2,3
g2892,N,N,1,3,4
g4554,N,N,1,4,5
g8262,N,N,1,19,32
g284[IL],Y,N,0,0,1
g8303,N,N,1,19,32
g309[IL],Y,N,0,0,1
II6045,N,N,1,1,2
g2287,N,N,1,2,3
g2904,N,N,1,3,4
g4568,N,N,1,4,5
g8268,N,N,1,19,32
g365[IL],Y,N,0,0,1
g8312,N,N,1,19,32
II15229,N,N,1,22,32
g390[IL],Y,N,0,0,1
II6090,N,N,1,1,2
g2311,N,N,1,2,3
g2919,N,N,1,3,4
g4580,N,N,1,4,5
g8274,N,N,1,19,32
g446[IL],Y,N,0,0,1
g8321,N,N,1,19,32
g553[IL],Y,N,0,0,1
g8298,N,N,1,19,32
g608[IL],Y,N,0,0,1
g1776,N,N,1,1,2
g3743,N,N,1,2,3
g8696,N,N,1,19,32
II15230,N,N,1,22,32
g600[IL],Y,N,0,0,1
g1744,N,N,1,1,2
g2700,N,N,1,2,3
g8701,N,N,1,19,32
g621[IL],Y,N,0,0,1
g1820,N,N,1,1,2
g2761,N,N,1,2,3
g8715,N,N,1,19,32
g613[IL],Y,N,0,0,1
g1778,N,N,1,1,2
g2863,N,N,1,2,3
g8730,N,N,1,19,32
g632[IL],Y,N,0,0,1
g1826,N,N,1,1,2
g3825,N,N,1,2,3
g8720,N,N,1,19,32
II15231,N,N,1,22,32
II15232,N,N,1,24,32
g8884,N,N,1,25,32
g9024,N,N,1,26,32
g9148,N,N,1,29,32
II15803,N,N,1,30,32
g9161,N,N,1,31,32
g9183,N,N,1,32,32
g9201,N,N,1,33,32
II15909,N,N,1,34,32
g9211,N,N,1,35,32
II15918,N,N,1,36,32
g9214,N,N,1,37,32
II15943,N,N,1,38,32
g9223,N,N,1,40,32
g9238,N,N,1,41,32
g5626,N,N,1,5,6
II11018,N,N,1,6,7
g6227,N,N,1,7,8
g9261,N,N,1,42,32
II16006,N,N,1,43,32
g9280,N,Y,1,44,32
II14479,N,N,1,21,32
II14480,N,N,1,21,32
g8232,N,N,1,22,32
g468[IL],Y,N,0,0,1
II6093,N,N,1,1,2
g2312,N,N,1,2,3
g2921,N,N,1,3,4
g4581,N,N,1,4,5
g8275,N,N,1,19,32
g524[IL],Y,N,0,0,1
g8323,N,N,1,19,32
g647,Y,N,0,0,1
II5383,N,N,1,1,2
g655,N,N,1,2,3
g8459,N,N,1,19,32
g681[IL],Y,N,0,0,1
g8380,N,N,1,19,32
II14941,N,N,1,22,32
g698,Y,N,0,0,1
II5395,N,N,1,1,2
g699,N,N,1,2,3
g8439,N,N,1,19,32
g714[IL],Y,N,0,0,1
g8440,N,N,1,19,32
g741[IL],Y,N,0,0,1
g8405,N,N,1,19,32
g757,Y,N,0,0,1
g8460,N,N,1,19,32
II14942,N,N,1,22,32
g8763,N,N,1,24,32
g6097,N,N,1,12,32
g8954,N,N,1,25,32
g765[IL],Y,N,0,0,1
g1847,N,N,1,1,2
g3780,N,N,1,2,3
g8739,N,N,1,19,32
g773[IL],Y,N,0,0,1
g1854,N,N,1,1,2
g2973,N,N,1,2,3
g8742,N,N,1,19,32
g8151,N,N,1,17,32
g859[IL],Y,N,0,0,1
g8077,N,N,1,17,32
II11645,N,N,1,11,12
g6483,N,N,1,12,13
II12866,N,N,1,13,14
g7092,N,N,1,14,15
g7172,N,N,1,15,16
g7460,N,N,1,16,17
g8075,N,N,1,19,32
g8279,N,N,1,20,32
g8795,N,N,1,21,32
g8914,N,N,1,22,32
II15147,N,N,1,21,32
g8847,N,N,1,22,32
g8965,N,N,1,23,32
g9037,N,N,1,24,32
g9123,N,N,1,26,32
g6096,N,N,1,12,32
g9144,N,N,1,27,32
g631[IL],Y,N,0,0,1
g1821,N,N,1,1,2
g2706,N,N,1,2,3
g8723,N,N,1,19,32
II15040,N,N,1,21,32
II15041,N,N,1,21,32
II15042,N,N,1,21,32
II15043,N,N,1,21,32
II15044,N,N,1,23,32
g8806,N,N,1,24,32
g105[IL],Y,N,0,0,1
g8264,N,N,1,19,32
g138[IL],Y,N,0,0,1
g8260,N,N,1,19,32
g8277,N,N,1,19,32
g182[IL],Y,N,0,0,1
g8301,N,N,1,19,32
II15239,N,N,1,22,32
g225[IL],Y,N,0,0,1
II5963,N,N,1,1,2
g2234,N,N,1,2,3
g2880,N,N,1,3,4
g4538,N,N,1,4,5
g8259,N,N,1,19,32
g281[IL],Y,N,0,0,1
g8294,N,N,1,19,32
g306[IL],Y,N,0,0,1
II6006,N,N,1,1,2
g2267,N,N,1,2,3
g2894,N,N,1,3,4
g4555,N,N,1,4,5
g8263,N,N,1,19,32
g362[IL],Y,N,0,0,1
g8305,N,N,1,19,32
II15240,N,N,1,22,32
g387[IL],Y,N,0,0,1
II6048,N,N,1,1,2
g2288,N,N,1,2,3
g2906,N,N,1,3,4
g4569,N,N,1,4,5
g8269,N,N,1,19,32
g443[IL],Y,N,0,0,1
g8314,N,N,1,19,32
g550[IL],Y,N,0,0,1
g8309,N,N,1,19,32
g599[IL],Y,N,0,0,1
g1747,N,N,1,1,2
g2709,N,N,1,2,3
g8695,N,N,1,19,32
II15241,N,N,1,22,32
g607[IL],Y,N,0,0,1
g1772,N,N,1,1,2
g3761,N,N,1,2,3
g8697,N,N,1,19,32
g612[IL],Y,N,0,0,1
g1779,N,N,1,1,2
g2873,N,N,1,2,3
g8714,N,N,1,19,32
g620[IL],Y,N,0,0,1
g1813,N,N,1,1,2
g2774,N,N,1,2,3
g8718,N,N,1,19,32
g623[IL],Y,N,0,0,1
g1786,N,N,1,1,2
g2821,N,N,1,2,3
g8719,N,N,1,19,32
II15242,N,N,1,22,32
II15243,N,N,1,24,32
g8885,N,N,1,25,32
g8961,N,N,1,26,32
g9151,N,N,1,28,32
II15811,N,N,1,30,32
g9177,N,N,1,31,32
g9181,N,N,1,32,32
g9193,N,N,1,33,32
II15912,N,N,1,34,32
g9212,N,N,1,35,32
II15937,N,N,1,36,32
g9221,N,N,1,37,32
II15947,N,N,1,38,32
g9227,N,N,1,39,32
g9247,N,N,1,41,32
g5653,N,N,1,5,6
II11047,N,N,1,6,7
g6242,N,N,1,7,8
g9264,N,N,1,42,32
II16017,N,N,1,43,32
g9297,N,Y,1,44,32
g465[IL],Y,N,0,0,1
II6054,N,N,1,1,2
g2290,N,N,1,2,3
g2908,N,N,1,3,4
g4571,N,N,1,4,5
g8328,N,N,1,19,32
g513[IL],Y,N,0,0,1
g8316,N,N,1,19,32
g652[IL],Y,N,0,0,1
g8455,N,N,1,19,32
g677[IL],Y,N,0,0,1
g8378,N,N,1,19,32
II14951,N,N,1,22,32
g702,Y,N,0,0,1
II5398,N,N,1,1,2
g703,N,N,1,2,3
g8456,N,N,1,19,32
g718[IL],Y,N,0,0,1
g8513,N,N,1,19,32
g756,Y,N,0,0,1
g8458,N,N,1,19,32
II14495,N,N,1,21,32
II14496,N,N,1,21,32
g8236,N,N,1,22,32
II14952,N,N,1,23,32
g8769,N,N,1,25,32
g6102,N,N,1,12,32
g8876,N,N,1,26,32
g764[IL],Y,N,0,0,1
g1842,N,N,1,1,2
g3787,N,N,1,2,3
g8741,N,N,1,19,32
g772[IL],Y,N,0,0,1
g1848,N,N,1,1,2
g2982,N,N,1,2,3
g8745,N,N,1,19,32
g8150,N,N,1,17,32
II11659,N,N,1,11,12
g6493,N,N,1,12,13
II12646,N,N,1,13,14
g6945,N,N,1,14,15
g7239,N,N,1,15,16
g7463,N,N,1,16,17
g8078,N,N,1,19,32
g863[IL],Y,N,0,0,1
g8070,N,N,1,17,32
g8360,N,N,1,20,32
g8796,N,N,1,21,32
g8912,N,N,1,22,32
II15152,N,N,1,21,32
g8850,N,N,1,22,32
g8966,N,N,1,23,32
g9038,N,N,1,24,32
g9124,N,N,1,27,32
g6059,N,N,1,12,32
g9142,N,N,1,28,32
g630[IL],Y,N,0,0,1
g1814,N,N,1,1,2
g2724,N,N,1,2,3
g8727,N,N,1,19,32
II15082,N,N,1,21,32
II15083,N,N,1,21,32
II15084,N,N,1,21,32
II15085,N,N,1,21,32
II15086,N,N,1,23,32
g8812,N,N,1,24,32
g100[IL],Y,N,0,0,1
g8238,N,N,1,19,32
g134[IL],Y,N,0,0,1
g8265,N,N,1,19,32
g158[IL],Y,N,0,0,1
g8272,N,N,1,19,32
g181[IL],Y,N,0,0,1
g8292,N,N,1,19,32
II15250,N,N,1,22,32
g222[IL],Y,N,0,0,1
II5936,N,N,1,1,2
g2221,N,N,1,2,3
g2866,N,N,1,3,4
g4521,N,N,1,4,5
g8302,N,N,1,19,32
g270[IL],Y,N,0,0,1
g8288,N,N,1,19,32
g303[IL],Y,N,0,0,1
II5969,N,N,1,1,2
g2236,N,N,1,2,3
g2882,N,N,1,3,4
g4540,N,N,1,4,5
g8311,N,N,1,19,32
g351[IL],Y,N,0,0,1
g8296,N,N,1,19,32
II15251,N,N,1,22,32
g384[IL],Y,N,0,0,1
II6012,N,N,1,1,2
g2269,N,N,1,2,3
g2896,N,N,1,3,4
g4557,N,N,1,4,5
g8320,N,N,1,19,32
g432[IL],Y,N,0,0,1
g8307,N,N,1,19,32
g547[IL],Y,N,0,0,1
g8317,N,N,1,19,32
g598[IL],Y,N,0,0,1
g1743,N,N,1,1,2
g3462,N,N,1,2,3
g8692,N,N,1,19,32
II15252,N,N,1,22,32
g606[IL],Y,N,0,0,1
g1770,N,N,1,1,2
g3774,N,N,1,2,3
g8698,N,N,1,19,32
g611[IL],Y,N,0,0,1
g1777,N,N,1,1,2
g3542,N,N,1,2,3
g8711,N,N,1,19,32
g619[IL],Y,N,0,0,1
g1807,N,N,1,1,2
g2787,N,N,1,2,3
g8722,N,N,1,19,32
g622[IL],Y,N,0,0,1
g1781,N,N,1,1,2
g3506,N,N,1,2,3
g8716,N,N,1,19,32
II15253,N,N,1,22,32
II15254,N,N,1,24,32
g8886,N,N,1,25,32
g9021,N,N,1,26,32
g9154,N,N,1,29,32
II15814,N,N,1,30,32
g9178,N,N,1,31,32
g9182,N,N,1,32,32
g9194,N,N,1,33,32
II15915,N,N,1,34,32
g9213,N,N,1,35,32
II15940,N,N,1,36,32
g9222,N,N,1,37,32
II15950,N,N,1,38,32
g9230,N,N,1,39,32
g9251,N,N,1,41,32
g5621,N,N,1,5,6
II11014,N,N,1,6,7
g6225,N,N,1,7,8
g9267,N,N,1,42,32
II16023,N,N,1,43,32
g9299,N,Y,1,44,32
g462[IL],Y,N,0,0,1
II6018,N,N,1,1,2
g2271,N,N,1,2,3
g2898,N,N,1,3,4
g4559,N,N,1,4,5
g8322,N,N,1,19,32
g510[IL],Y,N,0,0,1
g8308,N,N,1,19,32
g645,Y,N,0,0,1
II5380,N,N,1,1,2
g649,N,N,1,2,3
g8438,N,N,1,19,32
g673[IL],Y,N,0,0,1
g8612,N,N,1,19,32
II14959,N,N,1,22,32
g734[IL],Y,N,0,0,1
g8621,N,N,1,19,32
g722,Y,N,0,0,1
II5404,N,N,1,1,2
g738,N,N,1,2,3
g8622,N,N,1,19,32
g753,Y,N,0,0,1
g8628,N,N,1,19,32
II14467,N,N,1,21,32
II14468,N,N,1,21,32
g8230,N,N,1,22,32
II14960,N,N,1,23,32
g8773,N,N,1,25,32
g6104,N,N,1,12,32
g8877,N,N,1,26,32
g763[IL],Y,N,0,0,1
g1832,N,N,1,1,2
g3802,N,N,1,2,3
