NODE,PI?,PO?,NODE DELAY,NODE LABEL
g6565,N,N,1,1,
II12725,N,N,1,1,
g6984,N,N,1,1,
II13031,N,N,1,1,
g7149,N,N,1,1,
II13388,N,N,1,1,
g7320,N,N,1,2,
II13807,N,N,1,2,
g7541,N,N,1,2,
II14251,N,N,1,2,
g7829,N,N,1,2,
II14489,N,N,1,2,
g8234,N,Y,1,2,
II12561,N,N,1,1,
g6896,N,N,1,1,
g7124,N,N,1,1,
g7319,N,N,1,1,
g5207,N,N,1,0,
g5749,N,N,1,1,
g7552,N,N,1,2,
II14227,N,N,1,2,
g7790,N,N,1,2,
II14646,N,N,1,2,
g8511,N,N,1,2,
II14777,N,N,1,2,
g8661,N,Y,1,2,
II12829,N,N,1,1,
g7064,N,N,1,1,
g7260,N,N,1,1,
g7494,N,N,1,2,
II14052,N,N,1,2,
g7727,N,N,1,2,
II14416,N,N,1,2,
g8179,N,N,1,2,
II14573,N,N,1,2,
g8324,N,N,1,2,
II14783,N,N,1,2,
g8663,N,Y,1,3,
g1030[IL],Y,N,0,0,
g998[IL],Y,N,0,0,
g1909,N,N,1,0,
g6270,N,N,1,1,
g999[IL],Y,N,0,0,
g2245,N,N,1,0,
g6452,N,N,1,1,
g8176,N,N,1,2,
II11031,N,N,1,1,
g6232,N,N,1,1,
g8633,N,N,1,2,
II15003,N,N,1,2,
g8797,N,N,1,2,
II15202,N,N,1,2,
g8872,N,Y,1,2,
g10[IL],Y,N,0,0,
g1687,N,N,1,0,
II6517,N,N,1,0,
g2780,N,N,1,0,
II7931,N,N,1,0,
g4106,N,N,1,0,
II8945,N,N,1,0,
g4680,N,N,1,0,
g5453,N,N,1,1,
g6111,N,N,1,1,
g7215,N,N,1,1,
II14366,N,N,1,2,
g8091,N,N,1,2,
g8627,N,N,1,2,
II15007,N,N,1,2,
g8799,N,N,1,2,
II15308,N,N,1,2,
g8898,N,N,1,3,
II15388,N,N,1,3,
g8958,N,Y,1,3,
g31[IL],Y,N,0,0,
g2478,N,N,1,0,
II7101,N,N,1,0,
g3632,N,N,1,0,
II7626,N,N,1,0,
g3941,N,N,1,0,
II9460,N,N,1,0,
g5086,N,N,1,0,
g5526,N,N,1,1,
g32[IL],Y,N,0,0,
g2479,N,N,1,0,
II7104,N,N,1,0,
g3633,N,N,1,0,
II7629,N,N,1,0,
g3942,N,N,1,0,
II9463,N,N,1,0,
g5087,N,N,1,0,
g5294,N,N,1,1,
g5987,N,N,1,1,
g6633,N,N,1,1,
g30[IL],Y,N,0,0,
g2458,N,N,1,0,
II7064,N,N,1,0,
g3590,N,N,1,0,
II7548,N,N,1,0,
g3917,N,N,1,0,
II9425,N,N,1,0,
g5061,N,N,1,0,
g5542,N,N,1,1,
g6204,N,N,1,1,
g6952,N,N,1,1,
g7150,N,N,1,1,
g7344,N,N,1,2,
g7721,N,N,1,2,
g8198,N,N,1,2,
II14709,N,N,1,2,
g8631,N,N,1,2,
II15160,N,N,1,2,
g8856,N,N,1,2,
II15340,N,N,1,2,
g8918,N,N,1,3,
II15484,N,N,1,3,
g9020,N,N,1,3,
II15527,N,N,1,3,
g9039,N,N,1,3,
II15762,N,N,1,3,
g9128,N,Y,1,3,
II14492,N,N,1,2,
g8235,N,N,1,2,
g8683,N,N,1,2,
g8881,N,N,1,3,
II15420,N,N,1,3,
g8972,N,N,1,3,
II15530,N,N,1,3,
g9042,N,N,1,3,
II15747,N,N,1,3,
g9121,N,N,1,3,
II15770,N,N,1,3,
g9132,N,Y,1,4,
II15765,N,N,1,3,
g9129,N,N,1,3,
g9141,N,N,1,3,
g9157,N,N,1,4,
II15824,N,N,1,4,
g9180,N,N,1,4,
II15830,N,N,1,4,
g9184,N,N,1,4,
II15871,N,N,1,4,
g9195,N,N,1,4,
II15894,N,N,1,4,
g9204,N,Y,1,5,
g2485,N,N,1,0,
g3677,N,N,1,0,
g4465,N,N,1,0,
g4748,N,N,1,0,
g44[IL],Y,N,0,0,
g2480,N,N,1,0,
II7107,N,N,1,0,
g3634,N,N,1,0,
II7632,N,N,1,0,
g3943,N,N,1,0,
II9466,N,N,1,0,
g5088,N,N,1,0,
g5403,N,N,1,1,
g6253,N,N,1,1,
g41[IL],Y,N,0,0,
g2520,N,N,1,0,
II7204,N,N,1,0,
g3705,N,N,1,0,
II7775,N,N,1,0,
g4018,N,N,1,0,
II9539,N,N,1,0,
g5137,N,N,1,0,
g5448,N,N,1,1,
g42[IL],Y,N,0,0,
g2470,N,N,1,0,
II7082,N,N,1,0,
g3612,N,N,1,0,
II7581,N,N,1,0,
g3926,N,N,1,0,
II9446,N,N,1,0,
g5076,N,N,1,0,
g5397,N,N,1,1,
II11086,N,N,1,1,
g6267,N,N,1,1,
g55[IL],Y,N,0,0,
g6264,N,N,1,1,
g6710,N,N,1,1,
g7083,N,N,1,1,
g7152,N,N,1,2,
II13515,N,N,1,2,
g7367,N,N,1,2,
II8089,N,N,1,1,
II5868,N,N,1,0,
g2057,N,N,1,0,
II5855,N,N,1,0,
g2020,N,N,1,0,
II8090,N,N,1,1,
g4194,N,N,1,1,
g7652,N,N,1,2,
II14424,N,N,1,2,
g8199,N,N,1,2,
g1907,N,N,1,0,
II6956,N,N,1,0,
g3430,N,N,1,0,
g1896,N,N,1,0,
II6952,N,N,1,0,
g3398,N,N,1,0,
g1887,N,N,1,0,
II6946,N,N,1,0,
g3359,N,N,1,0,
II8033,N,N,1,1,
II5872,N,N,1,0,
g2074,N,N,1,0,
II8034,N,N,1,1,
g4158,N,N,1,1,
g7678,N,N,1,2,
II14298,N,N,1,2,
g7993,N,N,1,2,
II8045,N,N,1,1,
II8046,N,N,1,1,
g4166,N,N,1,1,
g7680,N,N,1,2,
II14291,N,N,1,2,
g7966,N,N,1,2,
g7614,N,N,1,2,
II14234,N,N,1,2,
g7793,N,N,1,2,
g7608,N,N,1,2,
II14238,N,N,1,2,
g7811,N,N,1,2,
II14753,N,N,1,3,
II8071,N,N,1,1,
II8072,N,N,1,1,
g4182,N,N,1,1,
g7625,N,N,1,2,
II14285,N,N,1,2,
g7937,N,N,1,2,
II8078,N,N,1,1,
II8079,N,N,1,1,
g4187,N,N,1,1,
g7631,N,N,1,2,
II14273,N,N,1,2,
g7887,N,N,1,2,
II8108,N,N,1,1,
II8109,N,N,1,1,
g4201,N,N,1,1,
g7657,N,N,1,2,
II14318,N,N,1,2,
g8029,N,N,1,2,
II8114,N,N,1,1,
II8115,N,N,1,1,
g4216,N,N,1,1,
g7676,N,N,1,2,
II14315,N,N,1,2,
g8018,N,N,1,2,
II14754,N,N,1,3,
g8655,N,N,1,3,
g471[IL],Y,N,0,0,
II6127,N,N,1,0,
g2328,N,N,1,0,
g2930,N,N,1,0,
g4589,N,N,1,0,
g8278,N,N,1,2,
g527[IL],Y,N,0,0,
g8329,N,N,1,2,
g648,Y,N,0,0,
II5386,N,N,1,0,
g658,N,N,1,0,
g8461,N,N,1,2,
g685[IL],Y,N,0,0,
g8382,N,N,1,2,
II14932,N,N,1,3,
g694,Y,N,0,0,
II5392,N,N,1,0,
g695,N,N,1,0,
g8385,N,N,1,2,
g710[IL],Y,N,0,0,
g8404,N,N,1,2,
g746[IL],Y,N,0,0,
g8441,N,N,1,2,
g8462,N,N,1,2,
II14933,N,N,1,3,
g8758,N,N,1,3,
II8617,N,N,1,1,
II8618,N,N,1,1,
g4532,N,N,1,1,
II8593,N,N,1,1,
II8594,N,N,1,1,
g4517,N,N,1,1,
II8019,N,N,1,1,
II8020,N,N,1,1,
g4150,N,N,1,1,
II8005,N,N,1,1,
II8006,N,N,1,1,
g4142,N,N,1,1,
II8642,N,N,1,1,
II8643,N,N,1,1,
g4549,N,N,1,1,
II9044,N,N,1,2,
g4736,N,N,1,2,
II8495,N,N,1,1,
II8496,N,N,1,1,
g4469,N,N,1,1,
II8460,N,N,1,1,
II8461,N,N,1,1,
g4448,N,N,1,1,
II8573,N,N,1,1,
II8574,N,N,1,1,
g4507,N,N,1,1,
II8551,N,N,1,1,
II8552,N,N,1,1,
g4497,N,N,1,1,
II8528,N,N,1,1,
II8529,N,N,1,1,
g4486,N,N,1,1,
II9038,N,N,1,2,
g4734,N,N,1,2,
g5345,N,N,1,2,
g6093,N,N,1,2,
g8953,N,N,1,3,
g7658,N,N,1,2,
g8153,N,N,1,2,
g7616,N,N,1,2,
g8074,N,N,1,2,
II11638,N,N,1,1,
g6478,N,N,1,1,
II12881,N,N,1,1,
g7097,N,N,1,1,
g7174,N,N,1,1,
g7456,N,N,1,2,
g7634,N,N,1,2,
g8069,N,N,1,2,
g7654,N,N,1,2,
g7628,N,N,1,2,
g7611,N,N,1,2,
g8082,N,N,1,2,
g8523,N,N,1,3,
g8794,N,N,1,3,
g8073,N,N,1,2,
g8092,N,N,1,2,
g8239,N,N,1,3,
g8915,N,N,1,3,
g7701,N,N,1,2,
g8041,N,N,1,2,
g8493,N,N,1,2,
g7694,N,N,1,2,
g8038,N,N,1,2,
g8483,N,N,1,2,
g7696,N,N,1,2,
g8039,N,N,1,2,
g8464,N,N,1,2,
g7699,N,N,1,2,
g8040,N,N,1,2,
g8514,N,N,1,2,
II15175,N,N,1,3,
g8863,N,N,1,3,
g766[IL],Y,N,0,0,
g1853,N,N,1,0,
g3771,N,N,1,0,
g8736,N,N,1,2,
g758[IL],Y,N,0,0,
g1803,N,N,1,0,
g2721,N,N,1,0,
g8748,N,N,1,2,
g774[IL],Y,N,0,0,
g1856,N,N,1,0,
g2966,N,N,1,0,
g8740,N,N,1,2,
II15400,N,N,1,3,
g8964,N,N,1,3,
g9084,N,N,1,4,
g9122,N,N,1,4,
II8417,N,N,1,1,
II8418,N,N,1,1,
g4417,N,N,1,1,
g1878,N,N,1,0,
II6936,N,N,1,0,
g3341,N,N,1,0,
II8057,N,N,1,1,
II8058,N,N,1,1,
g4172,N,N,1,1,
II8040,N,N,1,1,
II8041,N,N,1,1,
g4163,N,N,1,1,
II8568,N,N,1,1,
II8569,N,N,1,1,
g4504,N,N,1,1,
II8546,N,N,1,1,
II8547,N,N,1,1,
g4494,N,N,1,1,
II8436,N,N,1,1,
II8437,N,N,1,1,
g4430,N,N,1,1,
II9029,N,N,1,2,
g4727,N,N,1,2,
II7994,N,N,1,1,
II7995,N,N,1,1,
g4135,N,N,1,1,
II8612,N,N,1,1,
II8613,N,N,1,1,
g4529,N,N,1,1,
II8588,N,N,1,1,
II8589,N,N,1,1,
g4514,N,N,1,1,
II8028,N,N,1,1,
II8029,N,N,1,1,
g4155,N,N,1,1,
II8014,N,N,1,1,
II8015,N,N,1,1,
g4147,N,N,1,1,
II8000,N,N,1,1,
II8001,N,N,1,1,
g4139,N,N,1,1,
II9047,N,N,1,2,
g4737,N,N,1,2,
II8431,N,N,1,1,
II8432,N,N,1,1,
g4427,N,N,1,1,
II8412,N,N,1,1,
II8413,N,N,1,1,
g4414,N,N,1,1,
II8400,N,N,1,1,
II8401,N,N,1,1,
g4403,N,N,1,1,
II8523,N,N,1,1,
II8524,N,N,1,1,
g4483,N,N,1,1,
II8490,N,N,1,1,
II8491,N,N,1,1,
g4466,N,N,1,1,
II8455,N,N,1,1,
II8456,N,N,1,1,
g4445,N,N,1,1,
II9041,N,N,1,2,
g4735,N,N,1,2,
g5317,N,N,1,2,
g6089,N,N,1,2,
g9143,N,N,1,4,
g624[IL],Y,N,0,0,
g1782,N,N,1,0,
g2807,N,N,1,0,
g7689,N,N,1,2,
g8015,N,N,1,2,
g8443,N,N,1,2,
g8735,N,N,1,2,
g7692,N,N,1,2,
g8017,N,N,1,2,
g8421,N,N,1,2,
g7691,N,N,1,2,
II14378,N,N,1,2,
g8131,N,N,1,2,
g7693,N,N,1,2,
II14374,N,N,1,2,
g8111,N,N,1,2,
g7713,N,N,1,2,
II14325,N,N,1,2,
g8042,N,N,1,2,
g7536,N,N,1,2,
II14394,N,N,1,2,
g8156,N,N,1,2,
II15098,N,N,1,3,
g7695,N,N,1,2,
II14267,N,N,1,2,
g7855,N,N,1,2,
g7698,N,N,1,2,
II14264,N,N,1,2,
g7838,N,N,1,2,
g7700,N,N,1,2,
II14279,N,N,1,2,
g7905,N,N,1,2,
g7703,N,N,1,2,
II14270,N,N,1,2,
g7870,N,N,1,2,
II15099,N,N,1,3,
g7705,N,N,1,2,
II14288,N,N,1,2,
g7951,N,N,1,2,
g7709,N,N,1,2,
II14282,N,N,1,2,
g7920,N,N,1,2,
g7553,N,N,1,2,
II14294,N,N,1,2,
g7983,N,N,1,2,
g7554,N,N,1,2,
II14420,N,N,1,2,
g8181,N,N,1,2,
II15100,N,N,1,3,
g7557,N,N,1,2,
g7992,N,N,1,2,
g8363,N,N,1,2,
g7559,N,N,1,2,
g8008,N,N,1,2,
g8342,N,N,1,2,
g7561,N,N,1,2,
g8013,N,N,1,2,
g8407,N,N,1,2,
g7564,N,N,1,2,
g8014,N,N,1,2,
g8386,N,N,1,2,
II15101,N,N,1,3,
II15102,N,N,1,3,
g8818,N,N,1,3,
g110[IL],Y,N,0,0,
g8270,N,N,1,2,
g142[IL],Y,N,0,0,
g8258,N,N,1,2,
g168[IL],Y,N,0,0,
g8281,N,N,1,2,
g185[IL],Y,N,0,0,
g8273,N,N,1,2,
II15228,N,N,1,3,
g228[IL],Y,N,0,0,
II6003,N,N,1,0,
g2266,N,N,1,0,
g2892,N,N,1,0,
g4554,N,N,1,0,
g8262,N,N,1,2,
g284[IL],Y,N,0,0,
g8303,N,N,1,2,
g309[IL],Y,N,0,0,
II6045,N,N,1,0,
g2287,N,N,1,0,
g2904,N,N,1,0,
g4568,N,N,1,0,
g8268,N,N,1,2,
g365[IL],Y,N,0,0,
g8312,N,N,1,2,
II15229,N,N,1,3,
g390[IL],Y,N,0,0,
II6090,N,N,1,0,
g2311,N,N,1,0,
g2919,N,N,1,0,
g4580,N,N,1,0,
g8274,N,N,1,2,
g446[IL],Y,N,0,0,
g8321,N,N,1,2,
g553[IL],Y,N,0,0,
g8298,N,N,1,2,
g608[IL],Y,N,0,0,
g1776,N,N,1,0,
g3743,N,N,1,0,
g8696,N,N,1,2,
II15230,N,N,1,3,
g600[IL],Y,N,0,0,
g1744,N,N,1,0,
g2700,N,N,1,0,
g8701,N,N,1,2,
g621[IL],Y,N,0,0,
g1820,N,N,1,0,
g2761,N,N,1,0,
g8715,N,N,1,2,
g613[IL],Y,N,0,0,
g1778,N,N,1,0,
g2863,N,N,1,0,
g8730,N,N,1,2,
g632[IL],Y,N,0,0,
g1826,N,N,1,0,
g3825,N,N,1,0,
g8720,N,N,1,2,
II15231,N,N,1,3,
II15232,N,N,1,3,
g8884,N,N,1,4,
g9024,N,N,1,4,
g9148,N,N,1,4,
II15803,N,N,1,4,
g9161,N,N,1,4,
g9183,N,N,1,5,
g9201,N,N,1,5,
II15909,N,N,1,5,
g9211,N,N,1,5,
II15918,N,N,1,5,
g9214,N,N,1,5,
II15943,N,N,1,5,
g9223,N,N,1,5,
g9238,N,N,1,6,
g5626,N,N,1,0,
II11018,N,N,1,0,
g6227,N,N,1,0,
g9261,N,N,1,6,
II16006,N,N,1,6,
g9280,N,Y,1,6,
II14479,N,N,1,3,
II14480,N,N,1,3,
g8232,N,N,1,3,
g468[IL],Y,N,0,0,
II6093,N,N,1,0,
g2312,N,N,1,0,
g2921,N,N,1,0,
g4581,N,N,1,0,
g8275,N,N,1,2,
g524[IL],Y,N,0,0,
g8323,N,N,1,2,
g647,Y,N,0,0,
II5383,N,N,1,0,
g655,N,N,1,0,
g8459,N,N,1,2,
g681[IL],Y,N,0,0,
g8380,N,N,1,2,
II14941,N,N,1,3,
g698,Y,N,0,0,
II5395,N,N,1,0,
g699,N,N,1,0,
g8439,N,N,1,2,
g714[IL],Y,N,0,0,
g8440,N,N,1,2,
g741[IL],Y,N,0,0,
g8405,N,N,1,2,
g757,Y,N,0,0,
g8460,N,N,1,2,
II14942,N,N,1,3,
g8763,N,N,1,3,
g6097,N,N,1,2,
g8954,N,N,1,3,
g765[IL],Y,N,0,0,
g1847,N,N,1,0,
g3780,N,N,1,0,
g8739,N,N,1,2,
g773[IL],Y,N,0,0,
g1854,N,N,1,0,
g2973,N,N,1,0,
g8742,N,N,1,2,
g8151,N,N,1,2,
g859[IL],Y,N,0,0,
g8077,N,N,1,2,
II11645,N,N,1,1,
g6483,N,N,1,1,
II12866,N,N,1,1,
g7092,N,N,1,1,
g7172,N,N,1,1,
g7460,N,N,1,2,
g8075,N,N,1,2,
g8279,N,N,1,3,
g8795,N,N,1,3,
g8914,N,N,1,3,
II15147,N,N,1,3,
g8847,N,N,1,3,
g8965,N,N,1,3,
g9037,N,N,1,3,
g9123,N,N,1,4,
g6096,N,N,1,2,
g9144,N,N,1,4,
g631[IL],Y,N,0,0,
g1821,N,N,1,0,
g2706,N,N,1,0,
g8723,N,N,1,2,
II15040,N,N,1,3,
II15041,N,N,1,3,
II15042,N,N,1,3,
II15043,N,N,1,3,
II15044,N,N,1,3,
g8806,N,N,1,3,
g105[IL],Y,N,0,0,
g8264,N,N,1,2,
g138[IL],Y,N,0,0,
g8260,N,N,1,2,
g8277,N,N,1,2,
g182[IL],Y,N,0,0,
g8301,N,N,1,2,
II15239,N,N,1,3,
g225[IL],Y,N,0,0,
II5963,N,N,1,0,
g2234,N,N,1,0,
g2880,N,N,1,0,
g4538,N,N,1,0,
g8259,N,N,1,2,
g281[IL],Y,N,0,0,
g8294,N,N,1,2,
g306[IL],Y,N,0,0,
II6006,N,N,1,0,
g2267,N,N,1,0,
g2894,N,N,1,0,
g4555,N,N,1,0,
g8263,N,N,1,2,
g362[IL],Y,N,0,0,
g8305,N,N,1,2,
II15240,N,N,1,3,
g387[IL],Y,N,0,0,
II6048,N,N,1,0,
g2288,N,N,1,0,
g2906,N,N,1,0,
g4569,N,N,1,0,
g8269,N,N,1,2,
g443[IL],Y,N,0,0,
g8314,N,N,1,2,
g550[IL],Y,N,0,0,
g8309,N,N,1,2,
g599[IL],Y,N,0,0,
g1747,N,N,1,0,
g2709,N,N,1,0,
g8695,N,N,1,2,
II15241,N,N,1,3,
g607[IL],Y,N,0,0,
g1772,N,N,1,0,
g3761,N,N,1,0,
g8697,N,N,1,2,
g612[IL],Y,N,0,0,
g1779,N,N,1,0,
g2873,N,N,1,0,
g8714,N,N,1,2,
g620[IL],Y,N,0,0,
g1813,N,N,1,0,
g2774,N,N,1,0,
g8718,N,N,1,2,
g623[IL],Y,N,0,0,
g1786,N,N,1,0,
g2821,N,N,1,0,
g8719,N,N,1,2,
II15242,N,N,1,3,
II15243,N,N,1,3,
g8885,N,N,1,4,
g8961,N,N,1,4,
g9151,N,N,1,4,
II15811,N,N,1,4,
g9177,N,N,1,4,
g9181,N,N,1,4,
g9193,N,N,1,5,
II15912,N,N,1,5,
g9212,N,N,1,5,
II15937,N,N,1,5,
g9221,N,N,1,5,
II15947,N,N,1,5,
g9227,N,N,1,5,
g9247,N,N,1,5,
g5653,N,N,1,0,
II11047,N,N,1,0,
g6242,N,N,1,0,
g9264,N,N,1,6,
II16017,N,N,1,6,
g9297,N,Y,1,6,
g465[IL],Y,N,0,0,
II6054,N,N,1,0,
g2290,N,N,1,0,
g2908,N,N,1,0,
g4571,N,N,1,0,
g8328,N,N,1,2,
g513[IL],Y,N,0,0,
g8316,N,N,1,2,
g652[IL],Y,N,0,0,
g8455,N,N,1,2,
g677[IL],Y,N,0,0,
g8378,N,N,1,2,
II14951,N,N,1,3,
g702,Y,N,0,0,
II5398,N,N,1,0,
g703,N,N,1,0,
g8456,N,N,1,2,
g718[IL],Y,N,0,0,
g8513,N,N,1,2,
g756,Y,N,0,0,
g8458,N,N,1,2,
II14495,N,N,1,3,
II14496,N,N,1,3,
g8236,N,N,1,3,
II14952,N,N,1,3,
g8769,N,N,1,3,
g6102,N,N,1,2,
g8876,N,N,1,3,
g764[IL],Y,N,0,0,
g1842,N,N,1,0,
g3787,N,N,1,0,
g8741,N,N,1,2,
g772[IL],Y,N,0,0,
g1848,N,N,1,0,
g2982,N,N,1,0,
g8745,N,N,1,2,
g8150,N,N,1,2,
II11659,N,N,1,1,
g6493,N,N,1,1,
II12646,N,N,1,1,
g6945,N,N,1,1,
g7239,N,N,1,1,
g7463,N,N,1,2,
g8078,N,N,1,2,
g863[IL],Y,N,0,0,
g8070,N,N,1,2,
g8360,N,N,1,3,
g8796,N,N,1,3,
g8912,N,N,1,3,
II15152,N,N,1,3,
g8850,N,N,1,3,
g8966,N,N,1,3,
g9038,N,N,1,3,
g9124,N,N,1,4,
g6059,N,N,1,2,
g9142,N,N,1,4,
g630[IL],Y,N,0,0,
g1814,N,N,1,0,
g2724,N,N,1,0,
g8727,N,N,1,2,
II15082,N,N,1,3,
II15083,N,N,1,3,
II15084,N,N,1,3,
II15085,N,N,1,3,
II15086,N,N,1,3,
g8812,N,N,1,3,
g100[IL],Y,N,0,0,
g8238,N,N,1,2,
g134[IL],Y,N,0,0,
g8265,N,N,1,2,
g158[IL],Y,N,0,0,
g8272,N,N,1,2,
g181[IL],Y,N,0,0,
g8292,N,N,1,2,
II15250,N,N,1,3,
g222[IL],Y,N,0,0,
II5936,N,N,1,0,
g2221,N,N,1,0,
g2866,N,N,1,0,
g4521,N,N,1,0,
g8302,N,N,1,2,
g270[IL],Y,N,0,0,
g8288,N,N,1,2,
g303[IL],Y,N,0,0,
II5969,N,N,1,0,
g2236,N,N,1,0,
g2882,N,N,1,0,
g4540,N,N,1,0,
g8311,N,N,1,2,
g351[IL],Y,N,0,0,
g8296,N,N,1,2,
II15251,N,N,1,3,
g384[IL],Y,N,0,0,
II6012,N,N,1,0,
g2269,N,N,1,0,
g2896,N,N,1,0,
g4557,N,N,1,0,
g8320,N,N,1,2,
g432[IL],Y,N,0,0,
g8307,N,N,1,2,
g547[IL],Y,N,0,0,
g8317,N,N,1,2,
g598[IL],Y,N,0,0,
g1743,N,N,1,0,
g3462,N,N,1,0,
g8692,N,N,1,2,
II15252,N,N,1,3,
g606[IL],Y,N,0,0,
g1770,N,N,1,0,
g3774,N,N,1,0,
g8698,N,N,1,2,
g611[IL],Y,N,0,0,
g1777,N,N,1,0,
g3542,N,N,1,0,
g8711,N,N,1,2,
g619[IL],Y,N,0,0,
g1807,N,N,1,0,
g2787,N,N,1,0,
g8722,N,N,1,2,
g622[IL],Y,N,0,0,
g1781,N,N,1,0,
g3506,N,N,1,0,
g8716,N,N,1,2,
II15253,N,N,1,3,
II15254,N,N,1,3,
g8886,N,N,1,4,
g9021,N,N,1,4,
g9154,N,N,1,4,
II15814,N,N,1,4,
g9178,N,N,1,4,
g9182,N,N,1,4,
g9194,N,N,1,5,
II15915,N,N,1,5,
g9213,N,N,1,5,
II15940,N,N,1,5,
g9222,N,N,1,5,
II15950,N,N,1,5,
g9230,N,N,1,5,
g9251,N,N,1,5,
g5621,N,N,1,0,
II11014,N,N,1,0,
g6225,N,N,1,0,
g9267,N,N,1,6,
II16023,N,N,1,6,
g9299,N,Y,1,6,
g462[IL],Y,N,0,0,
II6018,N,N,1,0,
g2271,N,N,1,0,
g2898,N,N,1,0,
g4559,N,N,1,0,
g8322,N,N,1,2,
g510[IL],Y,N,0,0,
g8308,N,N,1,2,
g645,Y,N,0,0,
II5380,N,N,1,0,
g649,N,N,1,0,
g8438,N,N,1,2,
g673[IL],Y,N,0,0,
g8612,N,N,1,2,
II14959,N,N,1,3,
g734[IL],Y,N,0,0,
g8621,N,N,1,2,
g722,Y,N,0,0,
II5404,N,N,1,0,
g738,N,N,1,0,
g8622,N,N,1,2,
g753,Y,N,0,0,
g8628,N,N,1,2,
II14467,N,N,1,3,
II14468,N,N,1,3,
g8230,N,N,1,3,
II14960,N,N,1,3,
g8773,N,N,1,3,
g6104,N,N,1,2,
g8877,N,N,1,3,
g763[IL],Y,N,0,0,
g1832,N,N,1,0,
g3802,N,N,1,0,
g8744,N,N,1,2,
g771[IL],Y,N,0,0,
g1843,N,N,1,0,
g2989,N,N,1,0,
g8749,N,N,1,2,
g8090,N,N,1,2,
II11669,N,N,1,1,
g6501,N,N,1,1,
II12643,N,N,1,1,
g6944,N,N,1,1,
g7236,N,N,1,1,
g7467,N,N,1,2,
g8080,N,N,1,2,
g8613,N,N,1,3,
g8706,N,N,1,3,
g8904,N,N,1,3,
g9016,N,N,1,3,
II15172,N,N,1,3,
g8862,N,N,1,3,
g9046,N,N,1,3,
g9118,N,N,1,4,
g9137,N,N,1,4,
g6070,N,N,1,2,
g9158,N,N,1,4,
g95[IL],Y,N,0,0,
g8256,N,N,1,2,
g130[IL],Y,N,0,0,
g8271,N,N,1,2,
g154[IL],Y,N,0,0,
g8267,N,N,1,2,
g180[IL],Y,N,0,0,
g8286,N,N,1,2,
II15261,N,N,1,3,
g219[IL],Y,N,0,0,
II5920,N,N,1,0,
g2207,N,N,1,0,
g2840,N,N,1,0,
g4510,N,N,1,0,
g8293,N,N,1,2,
g267[IL],Y,N,0,0,
g8283,N,N,1,2,
g300[IL],Y,N,0,0,
II5942,N,N,1,0,
g2223,N,N,1,0,
g2868,N,N,1,0,
g4523,N,N,1,0,
g8304,N,N,1,2,
g348[IL],Y,N,0,0,
g8289,N,N,1,2,
II15262,N,N,1,3,
g381[IL],Y,N,0,0,
II5975,N,N,1,0,
g2238,N,N,1,0,
g2884,N,N,1,0,
g4542,N,N,1,0,
g8313,N,N,1,2,
g429[IL],Y,N,0,0,
g8297,N,N,1,2,
g573[IL],Y,N,0,0,
g8310,N,N,1,2,
g597[IL],Y,N,0,0,
g1737,N,N,1,0,
g3485,N,N,1,0,
g8690,N,N,1,2,
II15263,N,N,1,3,
g605[IL],Y,N,0,0,
g1768,N,N,1,0,
g3784,N,N,1,0,
g8700,N,N,1,2,
g610[IL],Y,N,0,0,
g1773,N,N,1,0,
g3557,N,N,1,0,
g8708,N,N,1,2,
g618[IL],Y,N,0,0,
g1801,N,N,1,0,
g2795,N,N,1,0,
g8726,N,N,1,2,
g629[IL],Y,N,0,0,
g1808,N,N,1,0,
g2743,N,N,1,0,
g8731,N,N,1,2,
II15264,N,N,1,3,
II15265,N,N,1,3,
II15109,N,N,1,3,
II15110,N,N,1,3,
II15111,N,N,1,3,
II15112,N,N,1,3,
II15113,N,N,1,3,
g8819,N,N,1,3,
g8887,N,N,1,4,
g9022,N,N,1,4,
g9162,N,N,1,4,
II15833,N,N,1,4,
g9185,N,N,1,4,
g9196,N,N,1,5,
g9206,N,N,1,5,
II15921,N,N,1,5,
g9215,N,N,1,5,
II15953,N,N,1,5,
g9233,N,N,1,5,
II15971,N,N,1,5,
g9241,N,N,1,5,
g9270,N,N,1,6,
g5648,N,N,1,0,
II11043,N,N,1,0,
g6238,N,N,1,0,
g9282,N,N,1,6,
II16033,N,N,1,6,
g9305,N,Y,1,6,
g459[IL],Y,N,0,0,
II5981,N,N,1,0,
g2240,N,N,1,0,
g2886,N,N,1,0,
g4544,N,N,1,0,
g8315,N,N,1,2,
g507[IL],Y,N,0,0,
g8377,N,N,1,2,
g635,Y,N,0,0,
II5377,N,N,1,0,
g642,N,N,1,0,
g8359,N,N,1,2,
g669[IL],Y,N,0,0,
g8611,N,N,1,2,
II14969,N,N,1,3,
g723,Y,N,0,0,
II5401,N,N,1,0,
g724,N,N,1,0,
g8457,N,N,1,2,
g730[IL],Y,N,0,0,
g8383,N,N,1,2,
g752,Y,N,0,0,
g8626,N,N,1,2,
II14484,N,N,1,3,
II14485,N,N,1,3,
g8233,N,N,1,3,
II14970,N,N,1,3,
g8777,N,N,1,3,
g6106,N,N,1,2,
g8878,N,N,1,3,
g762[IL],Y,N,0,0,
g1827,N,N,1,0,
g3808,N,N,1,0,
g8732,N,N,1,2,
g770[IL],Y,N,0,0,
g1833,N,N,1,0,
g2992,N,N,1,0,
g8737,N,N,1,2,
