CLUSTER ROOT NODE,CLUSTER SIZE,CLUSTER CONTENTS
g4166,7,g2577 g2858 I4534 g3251 g3897 I5568 g4166 
g3784,5,g2577 g2858 I4534 g3251 g3784 
g6105[OL],6,g5714 I7695 g5921 I7811 g6105 g6105[OL] 
I7475,8,g4578 g4694 g5077 g5256 g5447 g5497 g5627 I7475 
g4545,8,g2100 g1582 g2928 g1764 g3512 g3905 g4416 g4545 
g2311,4,I3455 I3456 I3457 g2311 
g1691,7,g276[IL] I1880 g821 g277[IL] I1859 g774 g1691 
g3458,1,g3458 
g2656,8,g269[IL] g1055 I2635 g1656 I3268 g2145 I3800 g2656 
g3286,1,g3286 
g2196,7,g692[IL] I2182 g1161 I2367 g1338 I3337 g2196 
g5138[OL],8,g4495 g4220 g4773 I6733 g5097 I6792 g5138 g5138[OL] 
g3913,1,g3913 
g3449,8,g128[IL] g114[IL] g709 g1502 I3441 g2296 g2946 g3449 
g2860,8,g128[IL] g710 g114[IL] g709 g1502 I3441 g2296 g2860 
g4292,8,g2434 g2877 I4706 g3466 g3208 g3425 g4059 g4292 
I5644,8,g2434 g2877 I4706 g3466 g3208 g3425 g4059 I5644 
g4122[OL],2,g4122 g4122[OL] 
I5448,8,I3240 g2112 g2859 I4752 g3534 I5204 g3960 I5448 
g1460,8,g567 g598[IL] I2244 I2245 I2246 g1253 I2457 g1460 
g1649,3,g638[IL] g985 g1649 
g6827[OL],4,g6820 I9014 g6827 g6827[OL] 
I8997,8,g6679 g6673 g6715 g6739 g6762 g6773 g6790 I8997 
g3765,7,g1473 g1470 g1459 g2010 g2986 g3485 g3765 
g554[IL],1,g554[IL] 
g6745[OL],6,g6702 I8907 g6743 I8913 g6745 g6745[OL] 
g6659,8,I8195 I8196 g6394 g6468 g6545 g6634 g6631 g6659 
g2032,2,g1749 g2032 
I8194,8,g5418 g5567 g5687 I7497 g5730 g5950 g6188 I8194 
g5162,6,g4581 g4691 g4589 g4697 g5088 g5162 
g4156,6,g3162 g3338 g3150 g3350 g3926 g4156 
g2914,8,g204[IL] I1856 g766 I2485 g1504 I3031 g1928 g2914 
g2078,6,g205[IL] I1835 g719 I2382 g1345 g2078 
g4160,6,g3136 g3378 g3128 g3381 g3923 g4160 
g2932,8,g204[IL] I1856 g766 I2485 g1504 I3109 g1998 g2932 
g2098,6,g206[IL] I1838 g729 I2399 g1363 g2098 
g4180,6,g3118 g3373 g3104 g3376 g3929 g4180 
g2927,8,g204[IL] I1856 g766 I2485 g1504 I3090 g1979 g2927 
g2119,6,g205[IL] I1835 g719 I2424 g1391 g2119 
g4183,6,g2822 g3359 g2809 g3367 g3965 g4183 
g2922,8,g204[IL] I1856 g766 I2485 g1504 I3071 g1960 g2922 
g2105,6,g207[IL] I1841 g736 I2411 g1375 g2105 
g5169,6,g4585 g4683 g4584 g4684 g5093 g5169 
g4171,6,g2796 g3337 g2783 g3349 g3956 g4171 
g2913,8,g204[IL] I1856 g766 I2485 g1504 I3028 g1925 g2913 
g2104,6,g205[IL] I1835 g719 I2408 g1372 g2104 
g4177,6,g2772 g3327 g2760 g3336 g3933 g4177 
g2906,8,g204[IL] I1856 g766 I2485 g1504 I3010 g1911 g2906 
g2066,6,g206[IL] I1838 g729 I2376 g1341 g2066 
g4164,6,g2748 g3316 g2734 g3326 g3958 g4164 
g2894,8,g204[IL] I1856 g766 I2485 g1504 I2986 g1891 g2894 
g2091,6,g205[IL] I1835 g719 I2394 g1355 g2091 
g4168,6,g2722 g3303 g2701 g3315 g3925 g4168 
g2890,8,g204[IL] I1856 g766 I2485 g1504 I2970 g1875 g2890 
g1609,7,g211[IL] I1853 g760 g210[IL] I1850 g754 g1609 
g4244,2,g4004 g4244 
I5301,7,g2095 g1573 g2924 g1749 g3505 I5300 I5301 
I5302,7,g2095 g1573 g2924 g1749 g3505 I5300 I5302 
g1838,3,I2566 g1595 g1838 
g6405[OL],6,g6116 I8070 g6330 I8229 g6405 g6405[OL] 
g5910,8,g5374 I7237 I7238 I7239 g5507 g5620 g5816 g5910 
g5378,6,g4569 g4745 I6630 g4938 g5260 g5378 
g4468,6,g3208 g3425 g4045 g4214 g3831 g4468 
g1822,5,g94 g1070 g98 g1084 g1822 
g2330,6,g107 g1060 g102 g89 g1777 g2330 
I6143,8,g3140 g3677 g3208 g3425 g4049 g4017 g4237 I6143 
g2409,5,g102 g94 g1070 g1815 g2409 
g5215,7,g4744 g4864 g4569 I6371 g4741 g5090 g5215 
g2018,7,g143[IL] g872 I2442 g1423 g152[IL] g1254 g2018 
g1255,2,g161[IL] g1255 
g857,2,g170[IL] g857 
g4582,6,g3330 I5153 g3914 I5630 g4210 g4582 
g3109,8,g94 g98 g1084 g1793 g2360 g102 g1064 g3109 
g4490,7,g2941 g3330 I5153 g3914 I5630 g4210 g4490 
g2166,7,g143[IL] I1832 g716 g152[IL] g1633 g161[IL] g2166 
g4947,4,g4569 I6371 g4741 g4947 
g184[IL],1,g184[IL] 
g5667,8,g4826 g4621 g5013 g5311 g5458 I7264 g5524 g5667 
g4209,4,g2850 g3434 g3816 g4209 
g861,2,g179[IL] g861 
g865,2,g188[IL] g865 
g4463,6,g3330 I5153 g3914 I5825 g4364 g4463 
g3953,3,g2941 g3554 g3953 
g5617,1,g5617 
g5061,6,g4192 g4564 I6352 g4726 I6701 g5061 
I5606,8,g2142 g2951 g2434 g2877 I4706 g3466 g3821 I5606 
g6729[OL],4,g6711 I8881 g6729 g6729[OL] 
I8843,8,g6110 I8005 g6285 g6409 g6516 g6620 g6658 I8843 
g6132,8,g5060 g5318 g5467 g5536 g5631 g5824 g5880 g6132 
g6117,8,g5060 g5318 g5467 g5536 g5631 g5824 g5880 g6117 
g6595[OL],8,g5740 g6302 g6437 I8509 g6531 I8653 g6595 g6595[OL] 
I7501,8,g5364 I7311 I7312 I7313 g5565 I7358 g5596 I7501 
g5194,8,g2846 g3421 g3810 g4199 g4541 g4708 g4874 g5194 
g631[IL],1,g631[IL] 
g628[IL],1,g628[IL] 
g625[IL],1,g625[IL] 
g6164,6,g5364 g5515 g5602 g5741 g5926 g6164 
g6121,7,g5364 g5515 g5602 g5741 g5926 I7835 g6121 
g6826[OL],4,g6819 I9011 g6826 g6826[OL] 
I8994,8,g6673 g6679 g6713 g6738 g6758 g6769 g6789 I8994 
g3764,7,g1473 g1470 g1459 g2010 g2986 g3480 g3764 
g551[IL],1,g551[IL] 
g4134[OL],6,g3247 I5106 g3875 I5484 g4134 g4134[OL] 
g6599[OL],1,g6599[OL] 
g6599,8,I8367 g6358 I8370 g6481 I8497 g6527 I8665 g6599 
g6313,4,g5912 I7906 g6194 g6313 
g3841,5,g2998 g3614 g2609 g3617 g3841 
I4195,8,g692[IL] I2182 g1161 I2601 g1640 I3310 g2173 I4195 
g2691,8,g677[IL] I2029 g952 I2453 g1450 I3471 g2317 g2691 
I3749,8,g692[IL] I2182 g1161 I2808 g1771 I3611 g2484 I3749 
g6124,2,g5958 g6124 
I7466,8,g4568 g4688 g5069 g5251 g5443 g5494 g5624 I7466 
g2307,4,I3445 I3446 I3447 g2307 
g1689,7,g204[IL] I1856 g766 g205[IL] I1835 g719 g1689 
g3455,1,g3455 
g2637,8,g197[IL] g1053 I2627 g1650 I3255 g2125 I3779 g2637 
g3280,1,g3280 
g2177,7,g692[IL] I2182 g1161 I2352 g1333 I3322 g2177 
g5818,8,g5060 g5318 I7055 g5391 g5561 I7397 g5638 g5818 
g2056,1,g2056 
g1672,4,g689[IL] I2122 g1094 g1672 
g6127,2,g5975 g6127 
g5821,8,g5060 g5318 I7055 g5391 g5561 I7397 g5638 g5821 
g6144,2,g5997 g6144 
I4420,8,g692[IL] I2182 g1161 I2857 g1806 I3212 g2096 I4420 
g5854,8,g5060 g5318 I7055 g5391 g5561 I7397 g5638 g5854 
g1683,4,g684[IL] I2053 g1017 g1683 
I8368,7,g6015 g6148 g5905 I7910 g6212 g6321 I8368 
g3873,5,g3104 g3649 g2734 g3657 g3873 
g2764,8,g677[IL] I2029 g952 I2460 g1461 I3509 g2357 g2764 
g5176,2,g4950 g5176 
g410[IL],1,g410[IL] 
g1472,4,g677[IL] I2029 g952 g1472 
g4680,8,g3491 g3793 g4240 I6126 g4550 g2062 g2897 g4680 
g1879,8,g662[IL] g1039 g658[IL] g1603 g913 g266[IL] g1416 g1879 
g1514,7,g684[IL] I2053 g1017 g683[IL] I2050 g1011 g1514 
g5184,2,g4877 g5184 
g453[IL],1,g453[IL] 
I8369,1,I8369 
g5165,3,g4674 g4993 g5165 
g2107,1,g2107 
g1583,4,g681[IL] I2044 g1001 g1583 
g1477,4,g677[IL] I2029 g952 g1477 
g5159,3,g4674 g4967 g5159 
g5233,2,g4980 g5233 
g4678,8,g2062 g2897 g3491 g3793 g4240 I6126 g4550 g4678 
g2101,8,g681[IL] I2044 g1001 g682[IL] I2047 g1006 g1543 g2101 
g5240,2,g4915 g5240 
g4669,8,g3491 g3793 g4240 I6126 g4550 g2062 g2897 g4669 
g1680,4,g683[IL] I2050 g1011 g1680 
g5214,1,g5214 
g562,1,g562 
g5025,8,g3491 g3793 g4240 I6126 g4550 g2073 g4814 g5025 
g1575,7,g679[IL] I2037 g980 g678[IL] I2033 g965 g1575 
g1550,4,g680[IL] I2041 g996 g1550 
I8126,7,g5912 I7906 g6194 g5958 g5975 g5997 I8126 
I8127,5,g6015 g5905 I7910 g6212 I8127 
I8128,6,g5202 g4674 g4993 g4967 g4980 I8128 
g4904,8,g3491 g3793 g4240 I6126 g4550 g2073 g4812 g4904 
g1560,7,g680[IL] I2041 g996 g679[IL] I2037 g980 g1560 
g1559,4,g678[IL] I2033 g965 g1559 
g4914,8,g3491 g3793 g4240 I6126 g4550 g2073 g4816 g4914 
g1518,7,g679[IL] I2037 g980 g678[IL] I2033 g965 g1518 
g4894,8,g3491 g3793 g4240 I6126 g4550 g2073 g4813 g4894 
I8129,2,g4915 I8129 
g4857[OL],8,g4219 I6132 g4562 I6464 g4798 I6579 g4857 g4857[OL] 
g3911,8,I4444 I4445 I4446 g3207 I4688 g3450 I5148 g3911 
g2092,7,g642[IL] g634[IL] g598[IL] g567 g1027 g1570 g2092 
g1655,3,g638[IL] g985 g1655 
g6406[OL],6,g6118 I8074 g6332 I8232 g6406 g6406[OL] 
g5911,8,g5377 I7244 I7245 I7246 g5508 g5621 g5817 g5911 
g5380,6,g4569 g4745 I6635 g4943 g5264 g5380 
g5217,7,g4756 g4866 g4569 I6377 g4753 g5092 g5217 
g4587,6,g3330 I5153 g3914 I5637 g4215 g4587 
g4491,8,g2941 g3554 g3330 I5153 g3914 I5637 g4215 g4491 
g4949,4,g4569 I6377 g4753 g4949 
g193[IL],1,g193[IL] 
g5670,8,g4826 g4621 g5013 g5311 g5458 I7267 g5527 g5670 
g5619,1,g5619 
g5064,6,g4198 g4566 I6359 g4731 I6706 g5064 
I5618,8,g2142 g2951 g2434 g2877 I4706 g3466 g3821 I5618 
g5148[OL],1,g5148[OL] 
g5148,8,g4250 g4501 I6437 g4781 I6740 g5110 I6812 g5148 
I5702,8,g2909 I4526 I4527 I4528 g3246 I5050 g3845 I5702 
g1671,3,g638[IL] g985 g1671 
g4117[OL],8,g2026 g2947 I4681 g3441 g3728 I5433 g4117 g4117[OL] 
g326[IL],1,g326[IL] 
g6582[OL],6,g6440 I8527 g6537 I8614 g6582 g6582[OL] 
g6336,8,g5659 I7520 I7521 I7522 g5775 g5937 g6246 g6336 
g5665,8,g4825 I6780 g5124 g5281 I7058 g5392 g5570 g5665 
g5551,8,g4825 I6780 g5124 I6918 g5261 g5439 I7295 g5551 
g5398,6,g4825 I6780 g5124 I6918 g5261 g5398 
g366[IL],1,g366[IL] 
g6065,8,g5161 g4873 g5430 g5500 g5605 I7583 g5784 g6065 
g5935,1,g5935 
g5112,6,g4242 g4617 I6417 g4771 I6750 g5112 
I5686,8,g2340 g3215 g2008 g2962 I4777 g3575 g3942 I5686 
g3229[OL],2,g3229 g3229[OL] 
I4486,8,g646[IL] g854 g1286 I3395 g2256 I4334 g3093 I4486 
g5700[OL],7,I6995 g5331 g5550 g5663 g5488 g5700 g5700[OL] 
g4513,8,g2008 g2962 I4777 g3575 g3906 g4185 I6051 g4513 
g5220,8,g2853 g3437 g3819 g4253 g4465 g4717 g4903 g5220 
g394[IL],1,g394[IL] 
g4136[OL],6,g3263 I5023 g3832 I5490 g4136 g4136[OL] 
g4858[OL],8,g4157 I5998 g4492 I6403 g4765 I6582 g4858 g4858[OL] 
g3830,8,I4159 I4160 I4161 g2966 I4593 g3318 I5019 g3830 
g1533,3,g639 g878 g1533 
g5876[OL],5,I7514 g5773 I7640 g5876 g5876[OL] 
g5590,8,g4568 g4688 g5069 g5326 g5351 g5533 I7352 g5590 
g3012,6,g1706 g2255 I4203 I4204 I4205 g3012 
g3459,1,g3459 
g2664,8,g197[IL] g1053 I2627 g1650 I3255 g2125 I3808 g2664 
g3290,1,g3290 
g2213,7,g694[IL] I2204 g1193 I2334 g1327 I3346 g2213 
g3239[OL],2,g3239 g3239[OL] 
I4516,8,g650[IL] g855 g1287 I3419 g2268 I3965 g2777 I4516 
g5698[OL],7,I6995 g5331 g5545 g5648 g5486 g5698 g5698[OL] 
g4507,8,g2008 g2962 I4777 g3575 g3902 g4179 I6033 g4507 
g390[IL],1,g390[IL] 
g386[IL],1,g386[IL] 
g5328[OL],2,g5328 g5328[OL] 
I6986,8,I6001 g4493 g4687 I6646 g5010 I6895 g5230 I6986 
g4162,8,g2846 g3421 I5292 I5293 I5294 g4002 I5562 g4162 
g1542,3,g639 g878 g1542 
g4133[OL],6,g3242 I5091 g3866 I5481 g4133 g4133[OL] 
g4847[OL],7,g4354 g4433 I6289 g4699 I6549 g4847 g4847[OL] 
g437[IL],1,g437[IL] 
g3777,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3777 
g4032,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4032 
g441[IL],1,g441[IL] 
g5877[OL],5,I7509 g5752 I7643 g5877 g5877[OL] 
g5587,8,g4578 g4694 g5077 g5325 g5350 g5532 I7349 g5587 
g3453,1,g3453 
g2628,8,g269[IL] g1055 I2635 g1656 I3268 g2145 I3770 g2628 
g3278,1,g3278 
g2175,7,g690[IL] I2165 g1123 I2379 g1344 I3316 g2175 
g6597[OL],1,g6597[OL] 
g6597,8,I8345 I8349 g6335 g6479 I8485 g6523 I8659 g6597 
g6326,4,g5912 I7906 g6194 g6326 
g3833,5,g2688 g3602 g2599 g3608 g3833 
I3836,8,g690[IL] I2165 g1123 I2614 g1645 I2910 g1832 I3836 
g2663,8,g677[IL] I2029 g952 I2453 g1450 I3452 g2308 g2663 
I3729,8,g690[IL] I2165 g1123 I2839 g1789 I3569 g2436 I3729 
g6135,2,g5958 g6135 
g5584,8,g4568 g4688 g5069 g5324 g5349 g5531 I7346 g5584 
g3451,1,g3451 
g2615,8,g197[IL] g1053 I2627 g1650 I3255 g2125 I3755 g2615 
g3275,1,g3275 
g2172,7,g690[IL] I2165 g1123 I2370 g1339 I3307 g2172 
g6140,2,g5975 g6140 
g6157,2,g5997 g6157 
I4398,8,g690[IL] I2165 g1123 I2877 g1819 I3198 g2086 I4398 
I8346,7,g6015 g6159 g5905 I7910 g6212 g6334 I8346 
g3858,5,g2809 g3629 g2701 g3636 g3858 
g2738,8,g677[IL] I2029 g952 I2460 g1461 I3481 g2327 g2738 
g5163,2,g4950 g5163 
g402[IL],1,g402[IL] 
g5191,2,g4877 g5191 
I8347,8,g5188 g5157 g4674 g4993 g5154 g4967 g5193 I8347 
g1043,2,g486[IL] g1043 
I8348,7,g4980 g5229 g4915 g5234 g5218 g5225 I8348 
g545[IL],1,g545[IL] 
g669[IL],1,g669[IL] 
g5054,8,g3491 g3793 g4240 I6126 g4550 g2073 g4816 g5054 
I8079,7,g5912 I7906 g6194 g5958 g5975 g5997 I8079 
I8080,5,g6015 g5905 I7910 g6212 I8080 
I8081,4,g4674 g4993 g4967 I8081 
I8082,3,g4980 g4915 I8082 
g4120[OL],8,g2026 g2947 I4681 g3441 g3731 I5442 g4120 g4120[OL] 
g331[IL],1,g331[IL] 
g3235[OL],2,g3235 g3235[OL] 
I4504,8,g634[IL] g852 g1285 I3352 g2215 I3886 g2726 I4504 
g4137[OL],6,g3267 I5027 g3834 I5493 g4137 g4137[OL] 
g6407[OL],2,g6407 g6407[OL] 
I8235,8,g5552 g5685 g5787 g5909 g6142 I8040 g6312 I8235 
g5354,6,g4774 g4868 g4779 g4870 g5249 g5354 
g4442,6,g3064 g3763 g3054 g3296 g4239 g4442 
I4291,8,g697[IL] I2234 g1236 I2854 g1805 I3370 g2241 I4291 
g3501,8,g578[IL] g844 g1270 I3161 g2044 I3794 g2650 g3501 
I4279,8,g696[IL] I2225 g1222 I2570 g1608 I3355 g2230 I4279 
g2882,6,g582[IL] g845 g1257 I2958 g1854 g2882 
g4445,6,g3043 g3780 g3031 g3362 g4235 g4445 
I4264,8,g695[IL] I2215 g1209 I2578 g1623 I3343 g2212 I4264 
g3519,8,g578[IL] g844 g1270 I3161 g2044 I3909 g2740 g3519 
I4246,8,g694[IL] I2204 g1193 I2588 g1631 I3331 g2194 I4246 
g2891,6,g586[IL] g846 g1263 I2979 g1884 g2891 
g4461,6,g3016 g3774 g2998 g3341 g4241 g4461 
I4223,8,g693[IL] I2193 g1177 I2593 g1636 I3319 g2176 I4223 
g3510,8,g578[IL] g844 g1270 I3161 g2044 I3864 g2709 g3510 
g2919,6,g582[IL] g845 g1257 I3044 g1937 g2919 
g4464,6,g2706 g3767 g2688 g3319 g4272 g4464 
I3861,8,g691[IL] I2172 g1143 I2608 g1643 I2916 g1834 I3861 
g3504,8,g578[IL] g844 g1270 I3161 g2044 I3819 g2675 g3504 
g2903,6,g574[IL] g843 g1267 I3001 g1902 g2903 
g5356,6,g4777 g4863 g4776 g4865 g5265 g5356 
g4457,6,g2672 g3762 g2660 g3295 g4261 g4457 
I3816,8,g697[IL] I2234 g1236 I2738 g1732 I3691 g2580 I3816 
g3500,8,g578[IL] g844 g1270 I3161 g2044 I3791 g2647 g3500 
I3804,8,g696[IL] I2225 g1222 I2741 g1733 I3684 g2575 I3804 
g2902,6,g582[IL] g845 g1257 I2998 g1899 g2902 
g4459,6,g2644 g3759 g2631 g3288 g4245 g4459 
I3788,8,g695[IL] I2215 g1209 I2749 g1739 I3669 g2554 I3788 
g3498,8,g578[IL] g844 g1270 I3161 g2044 I3776 g2634 g3498 
I3773,8,g694[IL] I2204 g1193 I2760 g1747 I3647 g2524 I3773 
g2874,6,g586[IL] g846 g1263 I2949 g1849 g2874 
g4449,6,g2619 g3757 g2609 g3283 g4266 g4449 
I3761,8,g693[IL] I2193 g1177 I2782 g1759 I3629 g2505 I3761 
g3487,8,g578[IL] g844 g1270 I3161 g2044 I3764 g2622 g3487 
g2887,6,g582[IL] g845 g1257 I2964 g1858 g2887 
g4453,6,g2604 g3755 g2599 g3279 g4238 g4453 
I3736,8,g691[IL] I2172 g1143 I2825 g1781 I3590 g2460 I3736 
g3481,8,g578[IL] g844 g1270 I3161 g2044 I3752 g2612 g3481 
g2025,4,g590[IL] g847 g1276 g2025 
g3806,5,I4040 g2834 g3384 g2024 g3806 
I3126,8,g594[IL] g848 g1279 g590[IL] g847 g1276 I3125 I3126 
I3127,8,g590[IL] g847 g1276 g594[IL] g848 g1279 I3125 I3127 
g5470[OL],5,g5155 g5359 g5142 g5470 g5470[OL] 
g4428,8,g2434 g2877 I4706 g3466 g3773 g4346 I5933 g4428 
g157[IL],1,g157[IL] 
g5099,8,g3208 g3425 g4017 g4402 g4640 g4662 I6737 g5099 
g148[IL],1,g148[IL] 
g6841[OL],6,g6809 I9031 g6836 I9044 g6841 g6841[OL] 
I8981,8,g6673 g6679 g6713 g6738 g6758 g6771 g6793 I8981 
g3483,1,g3483 
g2716,8,g269[IL] g1055 I2635 g1656 I3268 g2145 I3871 g2716 
g3323,1,g3323 
g2253,7,g696[IL] I2225 g1222 I2327 g1324 I3388 g2253 
g4149[OL],6,g3263 I5071 g3854 I5529 g4149 g4149[OL] 
g6101[OL],6,g5705 I7686 g5918 I7799 g6101 g6101[OL] 
g4844[OL],7,g4389 g4450 I6324 g4714 I6540 g4844 g4844[OL] 
g449[IL],1,g449[IL] 
g3798,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3798 
g4047,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4047 
g4113[OL],8,g2577 g2858 I4534 g3251 g3724 I5421 g4113 g4113[OL] 
g117[IL],1,g117[IL] 
g6504[OL],6,g6286 I8243 g6411 I8432 g6504 g6504[OL] 
g6238,8,g5060 g5318 g5388 g5546 g5688 g5753 g5886 g6238 
g6079,7,g5060 g5318 g5388 g5546 g5688 g5753 g6079 
g3224[OL],2,g3224 g3224[OL] 
I4471,8,g567 g839 g1273 I3328 g2179 I4255 g3040 I4471 
g4855[OL],7,g4401 g4458 I6343 g4721 I6573 g4855 g4855[OL] 
g426[IL],1,g426[IL] 
g3802,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3802 
g4057,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4057 
g422[IL],1,g422[IL] 
g4424[OL],4,g4299 I5923 g4424 g4424[OL] 
I5756,8,I3158 g2043 I4123 g2933 g3454 I5157 g3922 I5756 
g1829,8,g598[IL] g567 g1027 g634[IL] I2897 I2898 I2899 g1829 
g1660,3,g638[IL] g985 g1660 
g5582[OL],3,I7342 g5582 g5582[OL] 
g5579,8,I6659 I6660 I6661 g5019 g5227 g5386 I7333 g5579 
g6502[OL],6,g6309 I8282 g6424 I8426 g6502 g6502[OL] 
g6265,8,g5060 g5318 g5388 g5546 g5688 g5753 g5903 g6265 
g6098,7,g5060 g5318 g5388 g5546 g5688 g5753 g6098 
g6107[OL],7,I7484 g5723 I7704 g5924 I7817 g6107 g6107[OL] 
g5630,8,g4578 g4694 g5077 g5256 g4549 g5454 g5501 g5630 
g3013,6,g1716 g2294 I4210 I4211 I4212 g3013 
g3478,1,g3478 
g2695,8,g269[IL] g1055 I2635 g1656 I3268 g2145 I3843 g2695 
g3309,1,g3309 
g2243,7,g695[IL] I2215 g1209 I2337 g1328 I3376 g2243 
g5472[OL],5,g5168 g5361 g5144 g5472 g5472[OL] 
g4435,8,g2434 g2877 I4706 g3466 g3779 g4356 I5944 g4435 
g175[IL],1,g175[IL] 
g166[IL],1,g166[IL] 
g6602[OL],1,g6602[OL] 
g6602,8,I8376 g6357 I8379 g6482 I8479 g6521 I8674 g6602 
g6315,4,g5912 I7906 g6194 g6315 
g3849,5,g3016 g3618 g2619 g3625 g3849 
g2712,8,g677[IL] I2029 g952 I2453 g1450 I3474 g2320 g2712 
g6126,2,g5958 g6126 
g6129,2,g5975 g6129 
I7478,8,g4578 g4694 g5077 g5246 g5449 g5498 g5628 I7478 
g2080,5,g1716 I3188 I3189 I3190 g2080 
g3460,1,g3460 
g2667,8,g269[IL] g1055 I2635 g1656 I3268 g2145 I3811 g2667 
g3292,1,g3292 
g2214,7,g693[IL] I2193 g1177 I2355 g1334 I3349 g2214 
g6146,2,g5997 g6146 
I4429,8,g693[IL] I2193 g1177 I2842 g1790 I3222 g2102 I4429 
I8377,7,g6015 g6150 g5905 I7910 g6212 g6324 I8377 
g3880,5,g3118 g3658 g2748 g3665 g3880 
g2776,8,g677[IL] I2029 g952 I2460 g1461 I3525 g2378 g2776 
g5180,2,g4950 g5180 
g414[IL],1,g414[IL] 
g5181,2,g4877 g5181 
I8378,1,I8378 
g5173,3,g4674 g4993 g5173 
g5166,3,g4674 g4967 g5166 
g5235,2,g4980 g5235 
g5245,2,g4915 g5245 
g5212,1,g5212 
g561,1,g561 
I8117,7,g5912 I7906 g6194 g5958 g5975 g5997 I8117 
I8118,5,g6015 g5905 I7910 g6212 I8118 
I8119,6,g5202 g4674 g4993 g4967 g4980 I8119 
I8120,2,g4915 I8120 
g5581[OL],4,g5540 I7339 g5581 g5581[OL] 
I7284,8,I6283 g4693 I6649 g5011 g5167 I7045 g5383 I7284 
g4613,8,g2846 g3421 g3810 g4199 I6194 I6195 I6196 g4613 
g1556,3,g639 g878 g1556 
g6587[OL],7,g6343 g6453 I8544 g6544 I8629 g6587 g6587[OL] 
g6268,8,g5558 g5674 I7555 I7556 I7557 g5780 g5951 g6268 
g5677,8,g4825 I6780 g5124 g5281 I7077 g5411 g5575 g5677 
g5018,2,g4791 g5018 
g4636,6,g3502 I5328 g4022 I5743 g4286 g4636 
g4597,8,g3147 g3694 g3502 I5328 g4022 I5743 g4286 g4597 
g5450,6,g4825 I6780 g5124 I6942 g5292 g5450 
g5419,6,g4825 I6780 g5124 I6942 g5292 g5419 
g6078,8,g5161 g4873 g5430 g5500 g5605 I7600 g5801 g6078 
g5945,1,g5945 
g5118,6,g4265 g4624 I6441 g4783 I6766 g5118 
I5716,8,g2340 g3215 g2008 g2962 I4777 g3575 g3942 I5716 
g4145[OL],6,g3719 I5124 g3885 I5517 g4145 g4145[OL] 
g2585[OL],1,g2585[OL] 
g2585,8,g301 g314 g866 g1407 I3053 g1946 I3708 g2585 
g4842[OL],7,g4377 g4443 I6308 g4706 I6534 g4842 g4842[OL] 
g457[IL],1,g457[IL] 
g3791,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3791 
g4041,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4041 
g2586[OL],1,g2586[OL] 
g2586,8,g690[IL] I2165 g1123 g1587 I2946 g1848 I3711 g2586 
g1291[OL],6,g664[IL] I1942 g917 I2278 g1291 g1291[OL] 
g4118[OL],8,g2026 g2947 I4681 g3441 g3729 I5436 g4118 g4118[OL] 
g327[IL],1,g327[IL] 
g3225[OL],2,g3225 g3225[OL] 
I4474,8,g598[IL] g849 g1282 I3340 g2197 I4273 g3052 I4474 
g4853[OL],7,g4390 g4451 I6327 g4715 I6567 g4853 g4853[OL] 
g418[IL],1,g418[IL] 
g3799,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3799 
g4048,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4048 
g4849[OL],8,g4363 g4037 g4438 I6299 g4703 I6555 g4849 g4849[OL] 
g3786,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3786 
g2896,1,g2896 
g2323,6,g471[IL] g465[IL] I2159 g1119 g1358 g2323 
g1763,5,g478[IL] g465[IL] I2159 g1119 g1763 
g6512[OL],6,g6298 I8261 g6417 I8456 g6512 g6512[OL] 
g6255,8,g5060 g5318 g5388 g5546 g5686 g5742 g5895 g6255 
g1335,5,g297[IL] I2190 g1176 I2358 g1335 
g1551,4,g683[IL] I2050 g1011 g1551 
g6093,7,g5060 g5318 g5388 g5546 g5686 g5742 g6093 
g3233[OL],2,g3233 g3233[OL] 
I4498,8,g567 g839 g1273 I3328 g2179 I3830 g2686 I4498 
g4851[OL],7,g4378 g4444 I6311 g4707 I6561 g4851 g4851[OL] 
g3792,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3792 
g4042,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4042 
g406[IL],1,g406[IL] 
g4856[OL],7,g4355 g4434 I6292 g4700 I6576 g4856 g4856[OL] 
g3778,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g3778 
g4033,8,g1473 g1470 g1459 g2010 g2908 I4667 g3388 g4033 
g6854[OL],5,I9077 g6850 I9085 g6854 g6854[OL] 
g6845,8,g6806 g6829 g6812 g6831 I9064 g6400 I9066 g6845 
g6323,4,g5912 I7906 g6194 g6323 
g3877,5,g3064 g3651 g2672 g3659 g3877 
g2766,8,g677[IL] I2029 g952 I2453 g1450 I3513 g2361 g2766 
