CLUSTER ROOT NODE,CLUSTER SIZE,CLUSTER CONTENTS
g8293,7,g7152 II13515 g7367 g7695 II14267 g7855 g8293 
g4510,5,g219[IL] II5920 g2207 g2840 g4510 
g8283,7,g7152 II13515 g7367 g7698 II14264 g7838 g8283 
g267[IL],1,g267[IL] 
g8304,7,g7152 II13515 g7367 g7700 II14279 g7905 g8304 
g4523,5,g300[IL] II5942 g2223 g2868 g4523 
g8289,7,g7152 II13515 g7367 g7703 II14270 g7870 g8289 
g348[IL],1,g348[IL] 
g8313,7,g7152 II13515 g7367 g7705 II14288 g7951 g8313 
g4542,5,g381[IL] II5975 g2238 g2884 g4542 
g8297,7,g7152 II13515 g7367 g7709 II14282 g7920 g8297 
g429[IL],1,g429[IL] 
g8310,7,g7152 II13515 g7367 g7554 II14420 g8181 g8310 
g573[IL],1,g573[IL] 
g8690,7,g7152 II13515 g7367 g7557 g7992 g8363 g8690 
g8700,7,g7152 II13515 g7367 g7559 g8008 g8342 g8700 
g8708,7,g7152 II13515 g7367 g7561 g8013 g8407 g8708 
g8726,7,g7152 II13515 g7367 g7564 g8014 g8386 g8726 
g8731,7,g7152 II13515 g7367 g7692 g8017 g8421 g8731 
g8819,6,II15109 II15110 II15111 II15112 II15113 g8819 
g6238,8,g62[IL] g2485 g3677 g4465 g4748 g5648 II11043 g6238 
g9308,4,g9271 g9285 II16040 g9308 
g9244,8,g9197 g9207 II15924 g9216 II15956 g9234 II15974 g9244 
g9186,8,g9119 g9138 g9159 g8888 g9023 g9165 II15836 g9186 
g8878,7,II14969 II14484 II14485 g8233 II14970 g8777 g8878 
g8315,7,g7152 II13515 g7367 g7678 II14298 g7993 g8315 
g4544,5,g459[IL] II5981 g2240 g2886 g4544 
g8377,7,g7152 II13515 g7367 g7680 II14291 g7966 g8377 
g507[IL],1,g507[IL] 
g8359,7,g7152 II13515 g7367 g7614 II14234 g7793 g8359 
g8611,7,g7152 II13515 g7367 g7631 II14273 g7887 g8611 
g8457,7,g7152 II13515 g7367 g7608 II14238 g7811 g8457 
g8383,7,g7152 II13515 g7367 g7625 II14285 g7937 g8383 
g8626,7,g7152 II13515 g7367 g7652 II14424 g8199 g8626 
g752,1,g752 
g6106,6,II9044 g4736 II9038 g4734 g5345 g6106 
g9049,8,g8613 g8694 g8905 g8239 g9015 II15169 g8861 g9049 
g8732,7,g7152 II13515 g7367 g7696 g8039 g8464 g8732 
g8737,7,g7152 II13515 g7367 g7701 g8041 g8493 g8737 
g8089,5,g7152 II13515 g7367 g7658 g8089 
g8087,6,g7471 g7152 II13515 g7367 g7634 g8087 
g7233,8,g5433 II10579 g5939 II11680 g6506 II12639 g6940 g7233 
g6074,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6074 
II15276,5,II15272 II15273 II15274 II15275 II15276 
g8237,7,g7152 II13515 g7367 g7691 II14378 g8131 g8237 
g8300,7,g7152 II13515 g7367 g7693 II14374 g8111 g8300 
g8261,7,g7152 II13515 g7367 g7713 II14325 g8042 g8261 
g8282,7,g7152 II13515 g7367 g7536 II14394 g8156 g8282 
g179[IL],1,g179[IL] 
g8287,7,g7152 II13515 g7367 g7695 II14267 g7855 g8287 
g4500,5,g216[IL] II5911 g2184 g2832 g4500 
g8334,7,g7152 II13515 g7367 g7698 II14264 g7838 g8334 
g264[IL],1,g264[IL] 
g8295,7,g7152 II13515 g7367 g7700 II14279 g7905 g8295 
g4512,5,g297[IL] II5926 g2209 g2842 g4512 
g8339,7,g7152 II13515 g7367 g7703 II14270 g7870 g8339 
g345[IL],1,g345[IL] 
g8306,7,g7152 II13515 g7367 g7705 II14288 g7951 g8306 
g4525,5,g378[IL] II5948 g2225 g2870 g4525 
g8361,7,g7152 II13515 g7367 g7709 II14282 g7920 g8361 
g426[IL],1,g426[IL] 
g8299,7,g7152 II13515 g7367 g7554 II14420 g8181 g8299 
g591[IL],1,g591[IL] 
g8687,7,g7152 II13515 g7367 g7557 g7992 g8363 g8687 
g8693,7,g7152 II13515 g7367 g7559 g8008 g8342 g8693 
g8703,7,g7152 II13515 g7367 g7561 g8013 g8407 g8703 
g8712,7,g7152 II13515 g7367 g7564 g8014 g8386 g8712 
g8717,7,g7152 II13515 g7367 g7692 g8017 g8421 g8717 
g8807,6,II15051 II15052 II15053 II15054 II15055 g8807 
g6221,8,g62[IL] g2485 g3677 g4465 g4748 g5613 II11004 g6221 
g9310,4,g9272 g9288 II16046 g9310 
g9248,8,g9198 g9208 II15927 g9217 II15959 g9235 II15978 g9248 
g9187,8,g9120 g9139 g9160 g8889 g9025 g9168 II15839 g9187 
g8879,6,II14771 II14772 g8659 II14980 g8782 g8879 
g8624,7,g7152 II13515 g7367 g7652 II14424 g8199 g8624 
g754,1,g754 
g8362,7,g7152 II13515 g7367 g7680 II14291 g7966 g8362 
g504[IL],1,g504[IL] 
g8403,7,g7152 II13515 g7367 g7614 II14234 g7793 g8403 
g8610,7,g7152 II13515 g7367 g7631 II14273 g7887 g8610 
g6108,6,II9044 g4736 II9038 g4734 g5345 g6108 
g9052,8,g8613 g8699 g8906 g8239 g9014 II14831 g8679 g9052 
g8728,7,g7152 II13515 g7367 g7696 g8039 g8464 g8728 
g8733,7,g7152 II13515 g7367 g7701 g8041 g8493 g8733 
g8088,5,g7152 II13515 g7367 g7658 g8088 
g8062,6,g7476 g7152 II13515 g7367 g7634 g8062 
g7229,8,g5437 II10582 g5956 II11689 g6509 II12635 g6938 g7229 
g6092,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6092 
II15283,1,II15283 
g8291,7,g7152 II13515 g7367 g7693 II14374 g8111 g8291 
g8276,7,g7152 II13515 g7367 g7713 II14325 g8042 g8276 
g8325,7,g7152 II13515 g7367 g7536 II14394 g8156 g8325 
g184[IL],1,g184[IL] 
g8330,7,g7152 II13515 g7367 g7698 II14264 g7838 g8330 
g261[IL],1,g261[IL] 
II15284,1,II15284 
g8335,7,g7152 II13515 g7367 g7703 II14270 g7870 g8335 
g342[IL],1,g342[IL] 
g8340,7,g7152 II13515 g7367 g7709 II14282 g7920 g8340 
g423[IL],1,g423[IL] 
g8290,7,g7152 II13515 g7367 g7554 II14420 g8181 g8290 
g588[IL],1,g588[IL] 
g8691,7,g7152 II13515 g7367 g7559 g8008 g8342 g8691 
II15285,7,II15017 II15018 II15019 II15020 II15021 g8803 II15285 
g8709,7,g7152 II13515 g7367 g7564 g8014 g8386 g8709 
g8713,7,g7152 II13515 g7367 g7692 g8017 g8421 g8713 
g6235,8,g62[IL] g2485 g3677 g4465 g4748 g5644 II11034 g6235 
g9312,4,g9273 g9291 II16052 g9312 
g9252,8,g9199 g9209 II15930 g9218 II15962 g9236 II15982 g9252 
g9188,8,g9130 g9135 g9146 g8890 g8962 g9171 II15842 g9188 
g8951,6,II14758 II14759 g8656 II14985 g8785 g8951 
g8623,7,g7152 II13515 g7367 g7652 II14424 g8199 g8623 
g755,1,g755 
g8341,7,g7152 II13515 g7367 g7680 II14291 g7966 g8341 
g501[IL],1,g501[IL] 
g8384,7,g7152 II13515 g7367 g7614 II14234 g7793 g8384 
g8542,7,g7152 II13515 g7367 g7631 II14273 g7887 g8542 
g6072,6,II9044 g4736 II9038 g4734 g5345 g6072 
g9054,8,g8613 g8707 g8907 g8239 g9013 II14834 g8680 g9054 
g8724,7,g7152 II13515 g7367 g7696 g8039 g8464 g8724 
g8729,7,g7152 II13515 g7367 g7701 g8041 g8493 g8729 
g8081,5,g7152 II13515 g7367 g7658 g8081 
g8064,6,g7483 g7152 II13515 g7367 g7634 g8064 
g7226,8,g5439 II10587 g5971 II11696 g6514 II12632 g6937 g7226 
g6101,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6101 
II15290,1,II15290 
g8285,7,g7152 II13515 g7367 g7693 II14374 g8111 g8285 
g8266,7,g7152 II13515 g7367 g7713 II14325 g8042 g8266 
g8318,7,g7152 II13515 g7367 g7536 II14394 g8156 g8318 
g183[IL],1,g183[IL] 
g8326,7,g7152 II13515 g7367 g7698 II14264 g7838 g8326 
g258[IL],1,g258[IL] 
II15291,1,II15291 
g8331,7,g7152 II13515 g7367 g7703 II14270 g7870 g8331 
g339[IL],1,g339[IL] 
g8336,7,g7152 II13515 g7367 g7709 II14282 g7920 g8336 
g420[IL],1,g420[IL] 
g8338,7,g7152 II13515 g7367 g7554 II14420 g8181 g8338 
g570[IL],1,g570[IL] 
g8688,7,g7152 II13515 g7367 g7559 g8008 g8342 g8688 
II15292,7,II15029 II15030 II15031 II15032 II15033 g8805 II15292 
g8704,7,g7152 II13515 g7367 g7564 g8014 g8386 g8704 
g8710,7,g7152 II13515 g7367 g7692 g8017 g8421 g8710 
g6216,8,g62[IL] g2485 g3677 g4465 g4748 g5609 II10987 g6216 
g9314,4,g9274 g9294 II16058 g9314 
g9255,8,g9200 g9210 II15933 g9219 II15965 g9237 II15985 g9255 
g9189,8,g9131 g9136 g9147 g8891 g8963 g9174 II15845 g9189 
g8952,6,II14766 II14767 g8658 II14990 g8788 g8952 
g8620,7,g7152 II13515 g7367 g7652 II14424 g8199 g8620 
g751,1,g751 
g8337,7,g7152 II13515 g7367 g7680 II14291 g7966 g8337 
g498[IL],1,g498[IL] 
g8379,7,g7152 II13515 g7367 g7614 II14234 g7793 g8379 
g8543,7,g7152 II13515 g7367 g7631 II14273 g7887 g8543 
g6075,6,II9044 g4736 II9038 g4734 g5345 g6075 
g9055,8,g8613 g8855 g8908 g8239 g9012 II15165 g8859 g9055 
g8721,7,g7152 II13515 g7367 g7696 g8039 g8464 g8721 
g8725,7,g7152 II13515 g7367 g7701 g8041 g8493 g8725 
g8079,5,g7152 II13515 g7367 g7658 g8079 
g8066,6,g7488 g7152 II13515 g7367 g7634 g8066 
g7225,8,g5444 II10592 g5988 II11707 g6523 II12629 g6936 g7225 
g6103,8,II9029 g4727 II9047 g4737 II9041 g4735 g5317 g6103 
g8705,7,g7152 II13515 g7367 g7692 g8017 g8421 g8705 
g8811,6,II15071 II15072 II15073 II15074 II15075 g8811 
II15297,1,II15297 
g8280,7,g7152 II13515 g7367 g7693 II14374 g8111 g8280 
g8257,7,g7152 II13515 g7367 g7713 II14325 g8042 g8257 
g146[IL],1,g146[IL] 
g8319,7,g7152 II13515 g7367 g7698 II14264 g7838 g8319 
g255[IL],1,g255[IL] 
g8327,7,g7152 II13515 g7367 g7703 II14270 g7870 g8327 
g336[IL],1,g336[IL] 
II15298,1,II15298 
g8332,7,g7152 II13515 g7367 g7709 II14282 g7920 g8332 
g417[IL],1,g417[IL] 
g8333,7,g7152 II13515 g7367 g7554 II14420 g8181 g8333 
g563[IL],1,g563[IL] 
g8686,7,g7152 II13515 g7367 g7559 g8008 g8342 g8686 
g8702,7,g7152 II13515 g7367 g7564 g8014 g8386 g8702 
g6230,8,g62[IL] g2485 g3677 g4465 g4748 g5638 II11025 g6230 
g9378,5,g9340 g9359 g9363 II16158 g9378 
II16090,8,g9260 g9301 g9303 II16072 g9324 II16084 g9336 II16090 
II15990,8,II15897 II15898 II15899 g9205 g9220 g9226 g9239 II15990 
g7653,1,g7653 
g7480,8,II13213 II13214 II13215 g7257 II13638 II13639 II13640 g7480 
g7065,6,g6722 g6709 II12832 II12833 II12834 g7065 
II12079,8,g5444 II10592 g5988 g5439 II10587 g5971 II12078 II12079 
II12080,8,g5439 II10587 g5971 g5444 II10592 g5988 II12078 II12080 
II12052,8,g5437 II10582 g5956 g5433 II10579 g5939 II12051 II12052 
II12053,8,g5433 II10579 g5939 g5437 II10582 g5956 II12051 II12053 
g7082,6,g6701 g6695 II12852 II12853 II12854 g7082 
II12032,8,g5426 II10574 g5918 g5417 II10569 g5897 II12031 II12032 
II12033,8,g5417 II10569 g5897 g5426 II10574 g5918 II12031 II12033 
II12016,8,g5402 II10565 g5874 g5396 II10552 g5847 II12015 II12016 
II12017,8,g5396 II10552 g5847 g5402 II10565 g5874 II12015 II12017 
g7069,6,g5435 g5403 g5418 g6252 g6680 g7069 
g5121,8,g47[IL] II6299 g2459 g3653 II8264 g4301 II9515 g5121 
g5754,2,g5403 g5754 
g9202,4,II15880 II15881 II15882 g9202 
g9190,4,II15848 II15849 II15850 g9190 
g9179,4,II15817 II15818 II15819 g9179 
g9203,4,II15887 II15888 II15889 g9203 
g9192,4,II15862 II15863 II15864 g9192 
g9191,4,II15855 II15856 II15857 g9191 
g6210,8,g62[IL] g2485 g3677 g4465 g4748 g5606 II10969 g6210 
g6302[OL],6,g5526 II10804 g6147 II11233 g6302 g6302[OL] 
g6301[OL],6,g5542 II10783 g6140 II11230 g6301 g6301[OL] 
g6300[OL],6,g5302 II10761 g6130 II11227 g6300 g6300[OL] 
g5028,8,g29[IL] g2402 II7044 g3562 II7495 g3902 II9372 g5028 
g6298[OL],6,g5364 II10862 g6167 II11221 g6298 g6298[OL] 
g5124,8,g28[IL] g2505 II7167 g3675 II7728 g3995 II9520 g5124 
g6297[OL],6,g5701 II10842 g6161 II11218 g6297 g6297[OL] 
g5120,8,g27[IL] g2501 II7145 g3657 II7712 g3985 II9512 g5120 
g6296[OL],6,g5224 II10829 g6156 II11215 g6296 g6296[OL] 
g5114,8,g26[IL] g2495 II7129 g3651 II7691 g3972 II9502 g5114 
g6295[OL],6,g5463 II10801 g6146 II11212 g6295 g6295[OL] 
g5085,8,g25[IL] g2477 II7098 g3631 II7623 g3940 II9457 g5085 
g6294[OL],6,g5445 II10780 g6139 II11209 g6294 g6294[OL] 
g5059,8,g24[IL] g2457 II7061 g3589 II7545 g3916 II9419 g5059 
g6293[OL],6,g5674 II10766 g6133 II11206 g6293 g6293[OL] 
g5042,8,g23[IL] g2452 II7053 g3578 II7517 g3908 II9396 g5042 
g6292[OL],6,g5662 II10758 g6129 II11203 g6292 g6292[OL] 
g5027,8,g22[IL] g2401 II7041 g3561 II7492 g3901 II9369 g5027 
g8662[OL],3,II14780 g8662 g8662[OL] 
g8284,8,g7253 g7470 II14042 g7723 II14413 g8178 II14531 g8284 
g7049,8,II10125 g5642 II11028 g6231 II11827 g6607 II12813 g7049 
g6290[OL],6,g5618 II10752 g6122 II11197 g6290 g6290[OL] 
g5015,8,g11[IL] g2392 II7029 g3546 II7473 g3896 II9347 g5015 
g6288[OL],6,g5434 II10826 g6155 II11191 g6288 g6288[OL] 
g5112,8,g9[IL] g2494 II7126 g3650 II7688 g3971 II9496 g5112 
g9376[OL],6,g9358 II16138 g9370 II16154 g9376 g9376[OL] 
g9279,1,g9279 
g9348,7,g9274 g9294 II16061 g9315 g9323 g9333 g9348 
g6229,7,g62[IL] g2485 g3677 g4465 g4748 g5665 g6229 
g9375[OL],6,g9357 II16135 g9369 II16151 g9375 g9375[OL] 
g9278,1,g9278 
g9347,7,g9273 g9291 II16055 g9313 g9322 g9332 g9347 
g6226,7,g62[IL] g2485 g3677 g4465 g4748 g5658 g6226 
g9374[OL],6,g9356 II16132 g9368 II16148 g9374 g9374[OL] 
g9277,1,g9277 
g9346,7,g9272 g9288 II16049 g9311 g9321 g9331 g9346 
g6222,7,g62[IL] g2485 g3677 g4465 g4748 g5654 g6222 
g9373[OL],6,g9355 II16129 g9367 II16145 g9373 g9373[OL] 
g9276,1,g9276 
g9345,7,g9271 g9285 II16043 g9309 g9319 g9330 g9345 
g6217,7,g62[IL] g2485 g3677 g4465 g4748 g5649 g6217 
g9372[OL],6,g9354 II16126 g9366 II16142 g9372 g9372[OL] 
g9275,1,g9275 
g9344,7,g9270 g9282 II16036 g9306 g9317 g9329 g9344 
g6211,7,g62[IL] g2485 g3677 g4465 g4748 g5645 g6211 
g9361[OL],4,g9351 II16119 g9361 g9361[OL] 
II16103,8,g9267 II16026 g9300 g9307 g9320 g9335 g9339 II16103 
g9259,8,g9194 II15915 g9213 II15940 g9222 II15950 g9230 g9259 
g6206,7,g62[IL] g2485 g3677 g4465 g4748 g5639 g6206 
g9360[OL],4,g9350 II16116 g9360 g9360[OL] 
II16100,8,g9264 II16020 g9298 g9304 g9318 g9334 g9338 II16100 
g9258,8,g9193 II15912 g9212 II15937 g9221 II15947 g9227 g9258 
g6205,7,g62[IL] g2485 g3677 g4465 g4748 g5628 g6205 
g9362[OL],6,g9337 II16107 g9353 II16122 g9362 g9362[OL] 
g9240,1,g9240 
g9327,7,g9238 g9261 II16009 g9281 g9302 g9316 g9327 
g5757,7,g62[IL] g2485 g3677 g4465 g4748 g5261 g5757 
g6299[OL],6,g5460 II11066 g6255 II11224 g6299 g6299[OL] 
g4684,8,g21[IL] g1694 II6532 g2793 II7959 g4116 II8949 g4684 
g6291[OL],6,g5453 II11060 g6251 II11200 g6291 g6291[OL] 
g6289[OL],6,g5335 II11050 g6243 II11194 g6289 g6289[OL] 
g9389[OL],6,g9387 II16180 g9388 II16183 g9389 g9389[OL] 
g9349,2,g9340 g9349 
g9384,8,g9340 g9359 g9363 II16161 g9379 g9380 g9383 g9384 
g6245,7,g62[IL] g2485 g3677 g4465 g4748 g5690 g6245 
g8955[OL],3,II15379 g8955 g8955[OL] 
g8882,8,II13631 g7475 g7719 g8180 g8229 g8834 II15222 g8882 
g7096,6,g5418 II11129 g6278 II11987 g6677 g7096 
g5680,8,g65[IL] g62[IL] g2521 g3654 II8196 g4259 g5101 g5680 
g6308[OL],6,g5418 II10815 g6152 II11251 g6308 g6308[OL] 
g6307[OL],6,g5403 II10810 g6149 II11248 g6307 g6307[OL] 
g6306[OL],6,g5397 II10796 g6143 II11245 g6306 g6306[OL] 
g6305[OL],6,g5448 II10914 g6183 II11242 g6305 g6305[OL] 
g6304[OL],6,g5600 II10882 g6173 II11239 g6304 g6304[OL] 
g5128,8,g37[IL] g2509 II7198 g3692 II7749 g4006 II9528 g5128 
g6303[OL],6,g5294 II10807 g6148 II11236 g6303 g6303[OL] 
g5173[OL],3,II9645 g5173 g5173[OL] 
g4900,8,g1231[IL] g1655 g3617 g1207[IL] g1639 g4249 II9258 g4900 
g5174[OL],6,g4297 II9116 g4795 II9648 g5174 g5174[OL] 
g3602,8,g1207[IL] g1639 g1211[IL] g1643 II7068 II7069 II7070 g3602 
g5736[OL],2,g5736 g5736[OL] 
II10265,8,II8132 II8133 II8134 g4227 g4868 II9884 g5468 II10265 
g3232,7,g1211[IL] II6072 g2298 g1207[IL] II6029 g2276 g3232 
g4160,6,g1231[IL] g1254[IL] g2073 II6564 g2834 g4160 
g6377[OL],3,II11458 g6377 g6377[OL] 
g6063,8,g3883 II9151 II9152 II9153 g4810 g5566 II10678 g6063 
g3188,7,g1211[IL] II6072 g2298 g1214[IL] II6109 g2316 g3188 
g6378[OL],4,g6094 II11461 g6378 g6378[OL] 
II10716,8,g3313 g4252 II9194 II9195 II9196 g4835 g5537 II10716 
g2334,3,g1217[IL] II6143 g2334 
g6379[OL],4,g6088 II11464 g6379 g6379[OL] 
II10708,8,g3258 g4231 II9181 II9182 II9183 g4824 g5545 II10708 
g2354,3,g1220[IL] II6178 g2354 
g6857[OL],5,II11718 g6542 II12442 g6857 g6857[OL] 
g6115,8,II8209 g4269 g4839 II9999 II10000 II10001 g5558 g6115 
g1879,3,g1207[IL] II5763 g1879 
g3563,3,g1223[IL] g2007 g3563 
g6858[OL],5,II11744 g6568 II12445 g6858 g6858[OL] 
g6120,8,II8237 g4287 g4880 II9978 II9979 II9980 g5555 g6120 
g3579,3,g1224[IL] g1929 g3579 
g6859[OL],5,II11747 g6569 II12448 g6859 g6859[OL] 
g6123,8,II8240 g4288 g4836 II9985 II9986 II9987 g5556 g6123 
g3603,3,g1225[IL] g2092 g3603 
g7108[OL],6,g6585 II12748 g7006 II12912 g7108 g7108[OL] 
g6119,8,II8240 g4288 g4830 g5550 II10743 II10744 II10745 g6119 
g3723,3,g1226[IL] g2096 g3723 
g7109[OL],6,g6590 II12742 g7000 II12915 g7109 g7109[OL] 
g6153,8,II8240 g4288 g4883 g5567 II10818 II10819 II10820 g6153 
g3746,3,g1227[IL] g2100 g3746 
g7110[OL],6,g6577 II12757 g7013 II12918 g7110 g7110[OL] 
g6142,8,II8240 g4288 g4877 g5512 II10789 II10790 II10791 g6142 
g3764,3,g1228[IL] g2039 g3764 
g7300[OL],8,g6218 g6578 g7020 II13185 g7241 II13332 g7300 g7300[OL] 
II10992,7,II8240 g4288 II9261 g4901 g5632 II10991 II10992 
g3777,3,g1229[IL] g2170 g3777 
II10993,7,II8240 g4288 II9261 g4901 g5632 II10991 II10993 
g3913,5,g1254[IL] g2073 II6564 g2834 g3913 
g1235[OL],4,g1234 II5422 g1235 g1235[OL] 
gbuf1[OL],3,g1240[IL] gbuf1 gbuf1[OL] 
gbuf2[OL],3,g1236[IL] gbuf2 gbuf2[OL] 
g2659[OL],4,g1231[IL] g1655 g2659 g2659[OL] 
gbuf3[OL],3,g1244[IL] gbuf3 gbuf3[OL] 
g2660[OL],6,g1240[IL] II5775 g1895 II6451 g2660 g2660[OL] 
g6383[OL],7,g5036 g5560 II10937 g6194 II11476 g6383 g6383[OL] 
g3390,4,g1304[IL] g2148 II6949 g3390 
g4047,6,g1272[IL] g1307[IL] II6286 g2407 g3503 g4047 
g2972,6,g1272[IL] g2397 g1307[IL] II6286 g2407 g2972 
g6384[OL],8,g4058 g5070 g5563 II10946 g6201 II11479 g6384 g6384[OL] 
g4052,6,g1276[IL] g1307[IL] II6286 g2407 g3522 g4052 
g3656,8,g1276[IL] g2404 g1272[IL] g2397 II7138 II7139 II7140 g3656 
g7112[OL],4,g6983 II12924 g7112 g7112[OL] 
II12722,8,II9169 II9170 II9171 g4820 g5313 g6249 g6611 II12722 
g4066,6,g1280[IL] g1307[IL] II6286 g2407 g3532 g4066 
g4244,7,g1276[IL] g2404 g3549 g1272[IL] g2397 g3533 g4244 
g7301[OL],5,II13134 g7206 II13335 g7301 g7301[OL] 
g7017,8,g4905 II9946 II9947 II9948 g5539 g6002 g6706 g7017 
g4077,6,g1284[IL] g1307[IL] II6286 g2407 g3582 g4077 
g4282,7,g1276[IL] g2404 g3549 g1280[IL] g1935 g3568 g4282 
g7527[OL],1,g7527[OL] 
g7527,8,g6116 g6456 g7062 g7220 II13533 g7418 II13761 g7527 
g4048,6,g1288[IL] g1307[IL] II6286 g2407 g3513 g4048 
g5546,6,g4254 g4869 II9963 II9964 II9965 g5546 
g3583,3,g1284[IL] g2128 g3583 
g3605,3,g1288[IL] g1938 g3605 
g3644,3,g1300[IL] g2131 g3644 
g3635,3,g1292[IL] g1949 g3635 
g3778,3,g1296[IL] g2145 g3778 
g7302[OL],6,g7021 II13112 g7190 II13338 g7302 g7302[OL] 
g6673,8,g4220 g4821 II10009 II10010 II10011 g5562 g5937 g6673 
g4053,6,g1292[IL] g1307[IL] II6286 g2407 g3523 g4053 
g7303[OL],6,g7027 II13137 g7207 II13341 g7303 g7303[OL] 
g6698,8,g4220 g4831 II9953 II9954 II9955 g5540 g6001 g6698 
g4073,6,g1300[IL] g1307[IL] II6286 g2407 g3567 g4073 
g7304[OL],6,g7031 II13144 g7210 II13344 g7304 g7304[OL] 
g6717,8,g4220 g4871 II9992 II9993 II9994 g5557 g6005 g6717 
g4082,6,g1296[IL] g1307[IL] II6286 g2407 g3604 g4082 
g5741[OL],8,II8186 g4255 g4681 II9910 g5488 II10280 g5741 g5741[OL] 
g6385[OL],6,g5572 II10739 g6117 II11482 g6385 g6385[OL] 
g5051,8,g154[IL] g1934 g1034[IL] g1789 g3591 g4232 II9407 g5051 
gbuf4[OL],3,g1308[IL] gbuf4 gbuf4[OL] 
gbuf5[OL],3,g1309[IL] gbuf5 gbuf5[OL] 
gbuf6[OL],3,g1310[IL] gbuf6 gbuf6[OL] 
gbuf7[OL],3,g1311[IL] gbuf7 gbuf7[OL] 
gbuf8[OL],3,g1312[IL] gbuf8 gbuf8[OL] 
g3858[OL],7,g1260[IL] g2528 II6864 g3189 II7377 g3858 g3858[OL] 
g6862[OL],8,g5475 II10896 g6179 II11971 g6671 II12457 g6862 g6862[OL] 
g3801,4,g1330[IL] g2514 II7262 g3801 
g5022,7,g1247[IL] g1933 II6767 g3014 II8446 g4438 g5022 
g6863[OL],1,g6863[OL] 
g6863,8,g5141 g5479 II10919 g6186 II11978 g6674 II12460 g6863 
II9548,8,g1333[IL] g1952 g1330[IL] g2514 g3700 g4307 II9547 II9548 
II9549,8,g1330[IL] g2514 g3700 g4307 g1333[IL] g1952 II9547 II9549 
g5037,7,g1247[IL] g1933 II6767 g3014 II8446 g4438 g5037 
g6864[OL],4,g6682 II12463 g6864 g6864[OL] 
II11994,8,II9276 II9277 II9278 g4912 g5489 II10940 g6195 II11994 
g4313,7,g1333[IL] g1952 g3712 g1330[IL] g2514 g3700 g4313 
g5053,7,g1247[IL] g1933 II6767 g3014 II8446 g4438 g5053 
g6865[OL],5,II12003 g6687 II12466 g6865 g6865[OL] 
g6202,8,g4305 II9241 II9242 II9243 g4889 g5513 II10949 g6202 
g3732,3,g1336[IL] g2533 g3732 
g5071,7,g1247[IL] g1933 II6767 g3014 II8446 g4438 g5071 
g7119[OL],6,g6630 II12839 g7066 II12945 g7119 g7119[OL] 
II11884,8,g4078 g4895 II10223 II10224 II10225 g5712 g6091 II11884 
g3753,3,g1339[IL] g2540 g3753 
g5038,7,g1247[IL] g1933 II6767 g3014 II8477 g4457 g5038 
g7528[OL],8,g7002 II13189 g7243 II13635 g7479 II13764 g7528 g7528[OL] 
g6770,8,g4078 g4895 g5633 g6163 II12179 II12180 II12181 g6770 
g3716,3,g1342[IL] g2522 g3716 
g5054,7,g1247[IL] g1933 II6767 g3014 II8477 g4457 g5054 
g7529[OL],8,g7007 II13193 g7245 II13646 g7486 II13767 g7529 g7529[OL] 
g6627,8,g4078 g4895 g5633 g6187 II11873 II11874 II11875 g6627 
g3735,3,g1345[IL] g1961 g3735 
g5072,7,g1247[IL] g1933 II6767 g3014 II8477 g4457 g5072 
g7530[OL],8,g7008 II13196 g7246 II13653 g7491 II13770 g7530 g7530[OL] 
g6615,8,g4078 g4895 g5633 g6158 II11841 II11842 II11843 g6615 
g3754,3,g1348[IL] g2543 g3754 
g5083,7,g1247[IL] g1933 II6767 g3014 II8477 g4457 g5083 
g7768[OL],1,g7768[OL] 
g7768,8,g7093 g7197 II13605 g7448 II14031 g7718 II14175 g7768 
II12870,8,g4078 g4895 g5633 II10597 g6003 g6618 II12869 II12870 
g3769,3,g1351[IL] g2548 g3769 
II12871,8,g4078 g4895 g5633 II10597 g6003 g6618 II12869 II12871 
g5055,7,g1247[IL] g1933 II6767 g3014 II8517 g4477 g5055 
g8675[OL],4,g8647 II14819 g8675 g8675[OL] 
II14739,8,II13685 II13686 II13687 g7503 g7677 II14400 g8173 II14739 
g7237,8,g4078 g4895 g5633 II10597 g6003 g6618 g7050 g7237 
g3739,3,g1354[IL] g2536 g3739 
g5073,7,g1247[IL] g1933 II6767 g3014 II8517 g4477 g5073 
g8676[OL],4,g8649 II14822 g8676 g8676[OL] 
II14743,8,II13598 II13599 II13600 g7447 g7679 II14403 g8174 II14743 
g7244,8,g4078 g4895 g5633 II10597 g6003 g6618 g7050 g7244 
g3757,3,g1357[IL] g1977 g3757 
g5084,7,g1247[IL] g1933 II6767 g3014 II8517 g4477 g5084 
g8677[OL],4,g8651 II14825 g8677 g8677[OL] 
II14747,8,II13587 II13588 II13589 g7444 g7681 II14406 g8175 II14747 
g2556,2,g1190[IL] g2556 
g7234,8,g4078 g4895 g5633 II10597 g6003 g6618 g7050 g7234 
g3770,3,g1360[IL] g2551 g3770 
g5099,7,g1247[IL] g1933 II6767 g3014 II8517 g4477 g5099 
g6373[OL],6,g5662 II10675 g6062 II11446 g6373 g6373[OL] 
gbuf9[OL],3,g1191[IL] gbuf9 gbuf9[OL] 
gbuf10[OL],3,g1192[IL] gbuf10 gbuf10[OL] 
