NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE,CLUSTER CONTENTS
g5435,N,N,1,11,8,g5435 g5121 II9515 g4301 II8264 g3653 g2459 II6299 
g6252,N,N,1,12,8,g6252 g5418 g5100 II9484 g3957 II7662 g3642 II7118 
g6680,N,N,1,13,8,g6680 g6252 g5418 g5403 g5100 II9484 g3957 II7662 
g7069,N,N,1,14,8,g7069 g6680 g6252 g5418 g5403 g5435 g5100 II9484 
II13638,N,N,1,29,8,II13638 g7257 II13215 II13214 II13213 g7082 II12854 II12853 
II13639,N,N,1,30,8,II13639 II13638 g7257 II13215 II13214 II13213 g7082 II12854 
II13640,N,N,1,30,8,II13640 II13638 g7257 II13215 II13214 II13213 g7082 II12854 
g7480,N,N,1,31,8,g7480 II13640 II13639 II13638 g7257 II13215 II13214 II13213 
g5754,N,N,1,12,8,g5754 g5403 g5088 II9466 g3943 II7632 g3634 II7107 
g7653,N,N,1,35,8,g7653 g7480 II13640 II13639 II13638 g7257 II13215 II13214 
II15848,N,N,1,39,8,II15848 g9162 g9158 g9137 g9154 g9142 g9124 g9022 
II15849,N,N,1,40,8,II15849 II15848 g9162 g9158 g9137 g9154 g9142 g9124 
II15850,N,N,1,40,8,II15850 II15848 g9162 g9158 g9137 g9154 g9142 g9124 
g9190,N,N,1,42,8,g9190 II15850 II15849 II15848 g9162 g9158 g9137 g9154 
II15817,N,N,1,39,8,II15817 g9151 g9144 g9123 g9148 g9143 g9122 g8961 
II15818,N,N,1,40,8,II15818 II15817 g9151 g9144 g9123 g9148 g9143 g9122 
II15819,N,N,1,40,8,II15819 II15817 g9151 g9144 g9123 g9148 g9143 g9122 
g9179,N,N,1,42,8,g9179 II15819 II15818 II15817 g9151 g9144 g9123 g9148 
II15880,N,N,1,45,8,II15880 g9179 g9190 II15819 II15818 II15817 II15850 II15849 
II15881,N,N,1,46,8,II15881 II15880 g9179 g9190 II15819 II15818 II15817 II15850 
II15882,N,N,1,46,8,II15882 II15880 g9179 g9190 II15819 II15818 II15817 II15850 
g9202,N,N,1,47,8,g9202 II15882 II15881 II15880 g9179 g9190 II15819 II15818 
II15862,N,N,1,39,8,II15862 g9174 g9171 g9147 g9136 g8962 g9146 g9135 
II15863,N,N,1,41,8,II15863 II15862 g9174 g9171 g9147 g9136 g8962 g9146 
II15864,N,N,1,41,8,II15864 II15862 g9174 g9171 g9147 g9136 g8962 g9146 
g9192,N,N,1,42,8,g9192 II15864 II15863 II15862 g9174 g9171 g9147 g9136 
II15855,N,N,1,39,8,II15855 g9168 g9165 g9159 g9138 g9025 g9160 g9139 
II15856,N,N,1,41,8,II15856 II15855 g9168 g9165 g9159 g9138 g9025 g9160 
II15857,N,N,1,41,8,II15857 II15855 g9168 g9165 g9159 g9138 g9025 g9160 
g9191,N,N,1,42,8,g9191 II15857 II15856 II15855 g9168 g9165 g9159 g9138 
II15887,N,N,1,45,8,II15887 g9191 II15857 II15856 g9192 II15864 II15863 II15855 
II15888,N,N,1,46,8,II15888 II15887 g9191 II15857 II15856 g9192 II15864 II15863 
II15889,N,N,1,46,8,II15889 II15887 g9191 II15857 II15856 g9192 II15864 II15863 
g9203,N,N,1,48,8,g9203 II15889 II15888 II15887 g9191 II15857 II15856 g9192 
II15897,N,N,1,51,8,II15897 g9203 II15889 II15888 II15887 g9202 II15882 II15881 
II15898,N,N,1,52,8,II15898 II15897 g9203 II15889 II15888 II15887 g9202 II15882 
II15899,N,N,1,52,8,II15899 II15897 g9203 II15889 II15888 II15887 g9202 II15882 
g9205,N,N,1,53,8,g9205 II15899 II15898 II15897 g9203 II15889 II15888 II15887 
g9220,N,N,1,54,8,g9220 g9205 II15899 II15898 II15897 g9203 II15889 II15888 
g9226,N,N,1,55,8,g9226 g9220 g9205 II15899 II15898 II15897 g9203 II15889 
g9239,N,N,1,56,8,g9239 g9226 g9220 g9205 II15899 II15898 II15897 g9203 
II15990,N,N,1,58,8,II15990 g9239 g9226 g9220 g9205 II15899 II15898 II15897 
g9260,N,N,1,61,8,g9260 II15990 g9239 g9226 g9220 g9205 II15899 II15898 
g9301,N,N,1,62,8,g9301 g9260 II15990 g9239 g9226 g9220 g9205 II15899 
g9303,N,N,1,63,8,g9303 g9301 g9260 II15990 g9239 g9226 g9220 g9205 
II16072,N,N,1,64,8,II16072 g9303 g9301 g9260 II15990 g9239 g9226 g9220 
g9324,N,N,1,65,8,g9324 II16072 g9303 g9301 g9260 II15990 g9239 g9226 
II16084,N,N,1,66,8,II16084 g9324 II16072 g9303 g9301 g9260 II15990 g9239 
g9336,N,N,1,67,8,g9336 II16084 g9324 II16072 g9303 g9301 g9260 II15990 
II16090,N,N,1,69,8,II16090 g9336 II16084 g9324 II16072 g9303 g9301 g9260 
g9340,N,N,1,72,8,g9340 II16090 g9336 II16084 g9324 II16072 g9303 g9301 
g9359,N,N,1,73,8,g9359 g9340 II16090 g9336 II16084 g9324 II16072 g9303 
g5606,N,N,1,5,6,g5606 g4748 g4465 g3677 g2485 g62[IL] 
II10969,N,N,1,6,7,II10969 g5606 g4748 g4465 g3677 g2485 g62[IL] 
g6210,N,N,1,7,8,g6210 II10969 g5606 g4748 g4465 g3677 g2485 g62[IL] 
g9363,N,N,1,74,8,g9363 g9359 g9340 II16090 g9336 II16084 g9324 II16072 
II16158,N,N,1,75,8,II16158 g9363 g9359 g9340 II16090 g9336 II16084 g9324 
g9378,N,Y,1,76,8,g9378 II16158 g9363 g9359 g9340 II16090 g9336 II16084 
II10804,N,N,1,12,8,II10804 g5526 g5086 II9460 g3941 II7626 g3632 II7101 
g6147,N,N,1,13,8,g6147 II10804 g5526 g5086 II9460 g3941 II7626 g3632 
II11233,N,N,1,14,8,II11233 g6147 II10804 g5526 g5086 II9460 g3941 II7626 
g6302,N,N,1,15,8,g6302 II11233 g6147 II10804 g5526 g5086 II9460 g3941 
g6302[OL],N,Y,1,16,8,g6302[OL] g6302 II11233 g6147 II10804 g5526 g5086 II9460 
II10783,N,N,1,12,8,II10783 g5542 g5061 II9425 g3917 II7548 g3590 II7064 
g6140,N,N,1,13,8,g6140 II10783 g5542 g5061 II9425 g3917 II7548 g3590 
II11230,N,N,1,14,8,II11230 g6140 II10783 g5542 g5061 II9425 g3917 II7548 
g6301,N,N,1,15,8,g6301 II11230 g6140 II10783 g5542 g5061 II9425 g3917 
g6301[OL],N,Y,1,16,8,g6301[OL] g6301 II11230 g6140 II10783 g5542 g5061 II9425 
g29[IL],Y,N,0,0,1,g29[IL] 
g2402,N,N,1,1,2,g2402 g29[IL] 
II7044,N,N,1,2,3,II7044 g2402 g29[IL] 
g3562,N,N,1,3,4,g3562 II7044 g2402 g29[IL] 
II7495,N,N,1,4,5,II7495 g3562 II7044 g2402 g29[IL] 
g3902,N,N,1,5,6,g3902 II7495 g3562 II7044 g2402 g29[IL] 
II9372,N,N,1,6,7,II9372 g3902 II7495 g3562 II7044 g2402 g29[IL] 
g5028,N,N,1,7,8,g5028 II9372 g3902 II7495 g3562 II7044 g2402 g29[IL] 
g5302,N,N,1,11,8,g5302 g5028 II9372 g3902 II7495 g3562 II7044 g2402 
II10761,N,N,1,12,8,II10761 g5302 g5028 II9372 g3902 II7495 g3562 II7044 
g6130,N,N,1,13,8,g6130 II10761 g5302 g5028 II9372 g3902 II7495 g3562 
II11227,N,N,1,14,8,II11227 g6130 II10761 g5302 g5028 II9372 g3902 II7495 
g6300,N,N,1,15,8,g6300 II11227 g6130 II10761 g5302 g5028 II9372 g3902 
g6300[OL],N,Y,1,16,8,g6300[OL] g6300 II11227 g6130 II10761 g5302 g5028 II9372 
g28[IL],Y,N,0,0,1,g28[IL] 
g2505,N,N,1,1,2,g2505 g28[IL] 
II7167,N,N,1,2,3,II7167 g2505 g28[IL] 
g3675,N,N,1,3,4,g3675 II7167 g2505 g28[IL] 
II7728,N,N,1,4,5,II7728 g3675 II7167 g2505 g28[IL] 
g3995,N,N,1,5,6,g3995 II7728 g3675 II7167 g2505 g28[IL] 
II9520,N,N,1,6,7,II9520 g3995 II7728 g3675 II7167 g2505 g28[IL] 
g5124,N,N,1,7,8,g5124 II9520 g3995 II7728 g3675 II7167 g2505 g28[IL] 
g5364,N,N,1,11,8,g5364 g5124 II9520 g3995 II7728 g3675 II7167 g2505 
II10862,N,N,1,12,8,II10862 g5364 g5124 II9520 g3995 II7728 g3675 II7167 
g6167,N,N,1,13,8,g6167 II10862 g5364 g5124 II9520 g3995 II7728 g3675 
II11221,N,N,1,14,8,II11221 g6167 II10862 g5364 g5124 II9520 g3995 II7728 
g6298,N,N,1,15,8,g6298 II11221 g6167 II10862 g5364 g5124 II9520 g3995 
g6298[OL],N,Y,1,16,8,g6298[OL] g6298 II11221 g6167 II10862 g5364 g5124 II9520 
g27[IL],Y,N,0,0,1,g27[IL] 
g2501,N,N,1,1,2,g2501 g27[IL] 
II7145,N,N,1,2,3,II7145 g2501 g27[IL] 
g3657,N,N,1,3,4,g3657 II7145 g2501 g27[IL] 
II7712,N,N,1,4,5,II7712 g3657 II7145 g2501 g27[IL] 
g3985,N,N,1,5,6,g3985 II7712 g3657 II7145 g2501 g27[IL] 
II9512,N,N,1,6,7,II9512 g3985 II7712 g3657 II7145 g2501 g27[IL] 
g5120,N,N,1,7,8,g5120 II9512 g3985 II7712 g3657 II7145 g2501 g27[IL] 
g5701,N,N,1,11,8,g5701 g5120 II9512 g3985 II7712 g3657 II7145 g2501 
II10842,N,N,1,12,8,II10842 g5701 g5120 II9512 g3985 II7712 g3657 II7145 
g6161,N,N,1,13,8,g6161 II10842 g5701 g5120 II9512 g3985 II7712 g3657 
II11218,N,N,1,14,8,II11218 g6161 II10842 g5701 g5120 II9512 g3985 II7712 
g6297,N,N,1,15,8,g6297 II11218 g6161 II10842 g5701 g5120 II9512 g3985 
g6297[OL],N,Y,1,16,8,g6297[OL] g6297 II11218 g6161 II10842 g5701 g5120 II9512 
g26[IL],Y,N,0,0,1,g26[IL] 
g2495,N,N,1,1,2,g2495 g26[IL] 
II7129,N,N,1,2,3,II7129 g2495 g26[IL] 
g3651,N,N,1,3,4,g3651 II7129 g2495 g26[IL] 
II7691,N,N,1,4,5,II7691 g3651 II7129 g2495 g26[IL] 
g3972,N,N,1,5,6,g3972 II7691 g3651 II7129 g2495 g26[IL] 
II9502,N,N,1,6,7,II9502 g3972 II7691 g3651 II7129 g2495 g26[IL] 
g5114,N,N,1,7,8,g5114 II9502 g3972 II7691 g3651 II7129 g2495 g26[IL] 
g5224,N,N,1,11,8,g5224 g5114 II9502 g3972 II7691 g3651 II7129 g2495 
II10829,N,N,1,12,8,II10829 g5224 g5114 II9502 g3972 II7691 g3651 II7129 
g6156,N,N,1,13,8,g6156 II10829 g5224 g5114 II9502 g3972 II7691 g3651 
II11215,N,N,1,14,8,II11215 g6156 II10829 g5224 g5114 II9502 g3972 II7691 
g6296,N,N,1,15,8,g6296 II11215 g6156 II10829 g5224 g5114 II9502 g3972 
g6296[OL],N,Y,1,16,8,g6296[OL] g6296 II11215 g6156 II10829 g5224 g5114 II9502 
g25[IL],Y,N,0,0,1,g25[IL] 
g2477,N,N,1,1,2,g2477 g25[IL] 
II7098,N,N,1,2,3,II7098 g2477 g25[IL] 
g3631,N,N,1,3,4,g3631 II7098 g2477 g25[IL] 
II7623,N,N,1,4,5,II7623 g3631 II7098 g2477 g25[IL] 
g3940,N,N,1,5,6,g3940 II7623 g3631 II7098 g2477 g25[IL] 
II9457,N,N,1,6,7,II9457 g3940 II7623 g3631 II7098 g2477 g25[IL] 
g5085,N,N,1,7,8,g5085 II9457 g3940 II7623 g3631 II7098 g2477 g25[IL] 
g5463,N,N,1,11,8,g5463 g5085 II9457 g3940 II7623 g3631 II7098 g2477 
II10801,N,N,1,12,8,II10801 g5463 g5085 II9457 g3940 II7623 g3631 II7098 
g6146,N,N,1,13,8,g6146 II10801 g5463 g5085 II9457 g3940 II7623 g3631 
II11212,N,N,1,14,8,II11212 g6146 II10801 g5463 g5085 II9457 g3940 II7623 
g6295,N,N,1,15,8,g6295 II11212 g6146 II10801 g5463 g5085 II9457 g3940 
g6295[OL],N,Y,1,16,8,g6295[OL] g6295 II11212 g6146 II10801 g5463 g5085 II9457 
g24[IL],Y,N,0,0,1,g24[IL] 
g2457,N,N,1,1,2,g2457 g24[IL] 
II7061,N,N,1,2,3,II7061 g2457 g24[IL] 
g3589,N,N,1,3,4,g3589 II7061 g2457 g24[IL] 
II7545,N,N,1,4,5,II7545 g3589 II7061 g2457 g24[IL] 
g3916,N,N,1,5,6,g3916 II7545 g3589 II7061 g2457 g24[IL] 
II9419,N,N,1,6,7,II9419 g3916 II7545 g3589 II7061 g2457 g24[IL] 
g5059,N,N,1,7,8,g5059 II9419 g3916 II7545 g3589 II7061 g2457 g24[IL] 
g5445,N,N,1,11,8,g5445 g5059 II9419 g3916 II7545 g3589 II7061 g2457 
II10780,N,N,1,12,8,II10780 g5445 g5059 II9419 g3916 II7545 g3589 II7061 
g6139,N,N,1,13,8,g6139 II10780 g5445 g5059 II9419 g3916 II7545 g3589 
II11209,N,N,1,14,8,II11209 g6139 II10780 g5445 g5059 II9419 g3916 II7545 
g6294,N,N,1,15,8,g6294 II11209 g6139 II10780 g5445 g5059 II9419 g3916 
g6294[OL],N,Y,1,16,8,g6294[OL] g6294 II11209 g6139 II10780 g5445 g5059 II9419 
g23[IL],Y,N,0,0,1,g23[IL] 
g2452,N,N,1,1,2,g2452 g23[IL] 
II7053,N,N,1,2,3,II7053 g2452 g23[IL] 
g3578,N,N,1,3,4,g3578 II7053 g2452 g23[IL] 
II7517,N,N,1,4,5,II7517 g3578 II7053 g2452 g23[IL] 
g3908,N,N,1,5,6,g3908 II7517 g3578 II7053 g2452 g23[IL] 
II9396,N,N,1,6,7,II9396 g3908 II7517 g3578 II7053 g2452 g23[IL] 
g5042,N,N,1,7,8,g5042 II9396 g3908 II7517 g3578 II7053 g2452 g23[IL] 
g5674,N,N,1,11,8,g5674 g5042 II9396 g3908 II7517 g3578 II7053 g2452 
II10766,N,N,1,12,8,II10766 g5674 g5042 II9396 g3908 II7517 g3578 II7053 
g6133,N,N,1,13,8,g6133 II10766 g5674 g5042 II9396 g3908 II7517 g3578 
II11206,N,N,1,14,8,II11206 g6133 II10766 g5674 g5042 II9396 g3908 II7517 
g6293,N,N,1,15,8,g6293 II11206 g6133 II10766 g5674 g5042 II9396 g3908 
g6293[OL],N,Y,1,16,8,g6293[OL] g6293 II11206 g6133 II10766 g5674 g5042 II9396 
g22[IL],Y,N,0,0,1,g22[IL] 
g2401,N,N,1,1,2,g2401 g22[IL] 
II7041,N,N,1,2,3,II7041 g2401 g22[IL] 
g3561,N,N,1,3,4,g3561 II7041 g2401 g22[IL] 
II7492,N,N,1,4,5,II7492 g3561 II7041 g2401 g22[IL] 
g3901,N,N,1,5,6,g3901 II7492 g3561 II7041 g2401 g22[IL] 
II9369,N,N,1,6,7,II9369 g3901 II7492 g3561 II7041 g2401 g22[IL] 
g5027,N,N,1,7,8,g5027 II9369 g3901 II7492 g3561 II7041 g2401 g22[IL] 
g5662,N,N,1,11,8,g5662 g5027 II9369 g3901 II7492 g3561 II7041 g2401 
II10758,N,N,1,12,8,II10758 g5662 g5027 II9369 g3901 II7492 g3561 II7041 
g6129,N,N,1,13,8,g6129 II10758 g5662 g5027 II9369 g3901 II7492 g3561 
II11203,N,N,1,14,8,II11203 g6129 II10758 g5662 g5027 II9369 g3901 II7492 
g6292,N,N,1,15,8,g6292 II11203 g6129 II10758 g5662 g5027 II9369 g3901 
g6292[OL],N,Y,1,16,8,g6292[OL] g6292 II11203 g6129 II10758 g5662 g5027 II9369 
II12813,N,N,1,15,8,II12813 g6607 II11827 g6231 II11028 g5642 II10125 g5127 
g7049,N,N,1,16,8,g7049 II12813 g6607 II11827 g6231 II11028 g5642 II10125 
g7253,N,N,1,19,8,g7253 g7049 II12813 g6607 II11827 g6231 II11028 g5642 
g7470,N,N,1,20,8,g7470 g7253 g7049 II12813 g6607 II11827 g6231 II11028 
II14042,N,N,1,22,8,II14042 g7470 g7253 g7049 II12813 g6607 II11827 g6231 
g7723,N,N,1,23,8,g7723 II14042 g7470 g7253 g7049 II12813 g6607 II11827 
II14413,N,N,1,24,8,II14413 g7723 II14042 g7470 g7253 g7049 II12813 g6607 
g8178,N,N,1,25,8,g8178 II14413 g7723 II14042 g7470 g7253 g7049 II12813 
II14531,N,N,1,26,8,II14531 g8178 II14413 g7723 II14042 g7470 g7253 g7049 
g8284,N,N,1,27,8,g8284 II14531 g8178 II14413 g7723 II14042 g7470 g7253 
II14780,N,N,1,30,8,II14780 g8284 II14531 g8178 II14413 g7723 II14042 g7470 
g8662,N,N,1,31,8,g8662 II14780 g8284 II14531 g8178 II14413 g7723 II14042 
g8662[OL],N,Y,1,33,8,g8662[OL] g8662 II14780 g8284 II14531 g8178 II14413 g7723 
g11[IL],Y,N,0,0,1,g11[IL] 
g2392,N,N,1,1,2,g2392 g11[IL] 
II7029,N,N,1,2,3,II7029 g2392 g11[IL] 
g3546,N,N,1,3,4,g3546 II7029 g2392 g11[IL] 
II7473,N,N,1,4,5,II7473 g3546 II7029 g2392 g11[IL] 
g3896,N,N,1,5,6,g3896 II7473 g3546 II7029 g2392 g11[IL] 
II9347,N,N,1,6,7,II9347 g3896 II7473 g3546 II7029 g2392 g11[IL] 
g5015,N,N,1,7,8,g5015 II9347 g3896 II7473 g3546 II7029 g2392 g11[IL] 
g5618,N,N,1,11,8,g5618 g5015 II9347 g3896 II7473 g3546 II7029 g2392 
II10752,N,N,1,12,8,II10752 g5618 g5015 II9347 g3896 II7473 g3546 II7029 
g6122,N,N,1,13,8,g6122 II10752 g5618 g5015 II9347 g3896 II7473 g3546 
II11197,N,N,1,14,8,II11197 g6122 II10752 g5618 g5015 II9347 g3896 II7473 
g6290,N,N,1,15,8,g6290 II11197 g6122 II10752 g5618 g5015 II9347 g3896 
g6290[OL],N,Y,1,16,8,g6290[OL] g6290 II11197 g6122 II10752 g5618 g5015 II9347 
g9[IL],Y,N,0,0,1,g9[IL] 
g2494,N,N,1,1,2,g2494 g9[IL] 
II7126,N,N,1,2,3,II7126 g2494 g9[IL] 
g3650,N,N,1,3,4,g3650 II7126 g2494 g9[IL] 
II7688,N,N,1,4,5,II7688 g3650 II7126 g2494 g9[IL] 
g3971,N,N,1,5,6,g3971 II7688 g3650 II7126 g2494 g9[IL] 
II9496,N,N,1,6,7,II9496 g3971 II7688 g3650 II7126 g2494 g9[IL] 
g5112,N,N,1,7,8,g5112 II9496 g3971 II7688 g3650 II7126 g2494 g9[IL] 
g5434,N,N,1,11,8,g5434 g5112 II9496 g3971 II7688 g3650 II7126 g2494 
II10826,N,N,1,12,8,II10826 g5434 g5112 II9496 g3971 II7688 g3650 II7126 
g6155,N,N,1,13,8,g6155 II10826 g5434 g5112 II9496 g3971 II7688 g3650 
II11191,N,N,1,14,8,II11191 g6155 II10826 g5434 g5112 II9496 g3971 II7688 
g6288,N,N,1,15,8,g6288 II11191 g6155 II10826 g5434 g5112 II9496 g3971 
g6288[OL],N,Y,1,16,8,g6288[OL] g6288 II11191 g6155 II10826 g5434 g5112 II9496 
g5665,N,N,1,5,6,g5665 g4748 g4465 g3677 g2485 g62[IL] 
g9279,N,N,1,51,8,g9279 g9255 II15985 g9237 II15965 g9219 II15933 g9210 
II16061,N,N,1,54,8,II16061 g9294 g9274 g9255 II15985 g9237 II15965 g9219 
g9315,N,N,1,56,8,g9315 II16061 g9294 g9274 g9255 II15985 g9237 II15965 
g9323,N,N,1,57,8,g9323 g9315 II16061 g9294 g9274 g9255 II15985 g9237 
g9333,N,N,1,59,8,g9333 g9323 g9315 II16061 g9294 g9274 g9255 II15985 
g6229,N,N,1,6,7,g6229 g5665 g4748 g4465 g3677 g2485 g62[IL] 
g9348,N,N,1,60,8,g9348 g9333 g9323 g9315 II16061 g9294 g9274 g9255 
g9358,N,N,1,61,8,g9358 g9348 g9333 g9323 g9315 II16061 g9294 g9274 
II16138,N,N,1,62,8,II16138 g9358 g9348 g9333 g9323 g9315 II16061 g9294 
g9370,N,N,1,63,8,g9370 II16138 g9358 g9348 g9333 g9323 g9315 II16061 
II16154,N,N,1,65,8,II16154 g9370 II16138 g9358 g9348 g9333 g9323 g9315 
g9376,N,N,1,67,8,g9376 II16154 g9370 II16138 g9358 g9348 g9333 g9323 
g9376[OL],N,Y,1,68,8,g9376[OL] g9376 II16154 g9370 II16138 g9358 g9348 g9333 
g5658,N,N,1,5,6,g5658 g4748 g4465 g3677 g2485 g62[IL] 
g9278,N,N,1,51,8,g9278 g9252 II15982 g9236 II15962 g9218 II15930 g9209 
II16055,N,N,1,55,8,II16055 g9291 g9273 g9252 II15982 g9236 II15962 g9218 
g9313,N,N,1,56,8,g9313 II16055 g9291 g9273 g9252 II15982 g9236 II15962 
g9322,N,N,1,57,8,g9322 g9313 II16055 g9291 g9273 g9252 II15982 g9236 
g9332,N,N,1,59,8,g9332 g9322 g9313 II16055 g9291 g9273 g9252 II15982 
g6226,N,N,1,6,7,g6226 g5658 g4748 g4465 g3677 g2485 g62[IL] 
g9347,N,N,1,60,8,g9347 g9332 g9322 g9313 II16055 g9291 g9273 g9252 
g9357,N,N,1,61,8,g9357 g9347 g9332 g9322 g9313 II16055 g9291 g9273 
II16135,N,N,1,62,8,II16135 g9357 g9347 g9332 g9322 g9313 II16055 g9291 
g9369,N,N,1,64,8,g9369 II16135 g9357 g9347 g9332 g9322 g9313 II16055 
II16151,N,N,1,66,8,II16151 g9369 II16135 g9357 g9347 g9332 g9322 g9313 
g9375,N,N,1,67,8,g9375 II16151 g9369 II16135 g9357 g9347 g9332 g9322 
g9375[OL],N,Y,1,68,8,g9375[OL] g9375 II16151 g9369 II16135 g9357 g9347 g9332 
g5654,N,N,1,5,6,g5654 g4748 g4465 g3677 g2485 g62[IL] 
g9277,N,N,1,51,8,g9277 g9248 II15978 g9235 II15959 g9217 II15927 g9208 
II16049,N,N,1,55,8,II16049 g9288 g9272 g9248 II15978 g9235 II15959 g9217 
g9311,N,N,1,56,8,g9311 II16049 g9288 g9272 g9248 II15978 g9235 II15959 
g9321,N,N,1,57,8,g9321 g9311 II16049 g9288 g9272 g9248 II15978 g9235 
g9331,N,N,1,59,8,g9331 g9321 g9311 II16049 g9288 g9272 g9248 II15978 
g6222,N,N,1,6,7,g6222 g5654 g4748 g4465 g3677 g2485 g62[IL] 
g9346,N,N,1,60,8,g9346 g9331 g9321 g9311 II16049 g9288 g9272 g9248 
g9356,N,N,1,61,8,g9356 g9346 g9331 g9321 g9311 II16049 g9288 g9272 
II16132,N,N,1,62,8,II16132 g9356 g9346 g9331 g9321 g9311 II16049 g9288 
g9368,N,N,1,64,8,g9368 II16132 g9356 g9346 g9331 g9321 g9311 II16049 
II16148,N,N,1,66,8,II16148 g9368 II16132 g9356 g9346 g9331 g9321 g9311 
g9374,N,N,1,67,8,g9374 II16148 g9368 II16132 g9356 g9346 g9331 g9321 
g9374[OL],N,Y,1,68,8,g9374[OL] g9374 II16148 g9368 II16132 g9356 g9346 g9331 
g5649,N,N,1,5,6,g5649 g4748 g4465 g3677 g2485 g62[IL] 
g9276,N,N,1,52,8,g9276 g9244 II15974 g9234 II15956 g9216 II15924 g9207 
II16043,N,N,1,54,8,II16043 g9285 g9271 g9244 II15974 g9234 II15956 g9216 
g9309,N,N,1,57,8,g9309 II16043 g9285 g9271 g9244 II15974 g9234 II15956 
g9319,N,N,1,58,8,g9319 g9309 II16043 g9285 g9271 g9244 II15974 g9234 
g9330,N,N,1,59,8,g9330 g9319 g9309 II16043 g9285 g9271 g9244 II15974 
g6217,N,N,1,6,7,g6217 g5649 g4748 g4465 g3677 g2485 g62[IL] 
g9345,N,N,1,60,8,g9345 g9330 g9319 g9309 II16043 g9285 g9271 g9244 
g9355,N,N,1,61,8,g9355 g9345 g9330 g9319 g9309 II16043 g9285 g9271 
II16129,N,N,1,63,8,II16129 g9355 g9345 g9330 g9319 g9309 II16043 g9285 
g9367,N,N,1,64,8,g9367 II16129 g9355 g9345 g9330 g9319 g9309 II16043 
II16145,N,N,1,65,8,II16145 g9367 II16129 g9355 g9345 g9330 g9319 g9309 
g9373,N,N,1,68,8,g9373 II16145 g9367 II16129 g9355 g9345 g9330 g9319 
g9373[OL],N,Y,1,69,8,g9373[OL] g9373 II16145 g9367 II16129 g9355 g9345 g9330 
g5645,N,N,1,5,6,g5645 g4748 g4465 g3677 g2485 g62[IL] 
g9275,N,N,1,52,8,g9275 g9241 II15971 g9233 II15953 g9215 II15921 g9206 
II16036,N,N,1,54,8,II16036 g9282 g9270 g9241 II15971 g9233 II15953 g9215 
g9306,N,N,1,57,8,g9306 II16036 g9282 g9270 g9241 II15971 g9233 II15953 
g9317,N,N,1,58,8,g9317 g9306 II16036 g9282 g9270 g9241 II15971 g9233 
g9329,N,N,1,59,8,g9329 g9317 g9306 II16036 g9282 g9270 g9241 II15971 
g6211,N,N,1,6,7,g6211 g5645 g4748 g4465 g3677 g2485 g62[IL] 
g9344,N,N,1,60,8,g9344 g9329 g9317 g9306 II16036 g9282 g9270 g9241 
g9354,N,N,1,61,8,g9354 g9344 g9329 g9317 g9306 II16036 g9282 g9270 
II16126,N,N,1,63,8,II16126 g9354 g9344 g9329 g9317 g9306 II16036 g9282 
g9366,N,N,1,64,8,g9366 II16126 g9354 g9344 g9329 g9317 g9306 II16036 
II16142,N,N,1,65,8,II16142 g9366 II16126 g9354 g9344 g9329 g9317 g9306 
g9372,N,N,1,68,8,g9372 II16142 g9366 II16126 g9354 g9344 g9329 g9317 
g9372[OL],N,Y,1,69,8,g9372[OL] g9372 II16142 g9366 II16126 g9354 g9344 g9329 
g5639,N,N,1,5,6,g5639 g4748 g4465 g3677 g2485 g62[IL] 
g9259,N,N,1,51,8,g9259 g9230 II15950 g9222 II15940 g9213 II15915 g9194 
II16026,N,N,1,54,8,II16026 g9267 g9251 g9230 II15950 g9222 II15940 g9213 
g9300,N,N,1,56,8,g9300 II16026 g9267 g9251 g9230 II15950 g9222 II15940 
g9307,N,N,1,57,8,g9307 g9300 II16026 g9267 g9251 g9230 II15950 g9222 
g9320,N,N,1,59,8,g9320 g9307 g9300 II16026 g9267 g9251 g9230 II15950 
g6206,N,N,1,6,7,g6206 g5639 g4748 g4465 g3677 g2485 g62[IL] 
g9335,N,N,1,60,8,g9335 g9320 g9307 g9300 II16026 g9267 g9251 g9230 
g9339,N,N,1,61,8,g9339 g9335 g9320 g9307 g9300 II16026 g9267 g9251 
II16103,N,N,1,62,8,II16103 g9339 g9335 g9320 g9307 g9300 II16026 g9267 
g9351,N,N,1,64,8,g9351 II16103 g9339 g9335 g9320 g9307 g9300 II16026 
II16119,N,N,1,65,8,II16119 g9351 II16103 g9339 g9335 g9320 g9307 g9300 
g9361,N,N,1,67,8,g9361 II16119 g9351 II16103 g9339 g9335 g9320 g9307 
g9361[OL],N,Y,1,68,8,g9361[OL] g9361 II16119 g9351 II16103 g9339 g9335 g9320 
g5628,N,N,1,5,6,g5628 g4748 g4465 g3677 g2485 g62[IL] 
g9258,N,N,1,50,8,g9258 g9227 II15947 g9221 II15937 g9212 II15912 g9193 
II16020,N,N,1,54,8,II16020 g9264 g9247 g9227 II15947 g9221 II15937 g9212 
g9298,N,N,1,56,8,g9298 II16020 g9264 g9247 g9227 II15947 g9221 II15937 
g9304,N,N,1,57,8,g9304 g9298 II16020 g9264 g9247 g9227 II15947 g9221 
g9318,N,N,1,58,8,g9318 g9304 g9298 II16020 g9264 g9247 g9227 II15947 
g6205,N,N,1,6,7,g6205 g5628 g4748 g4465 g3677 g2485 g62[IL] 
