NODE,PI?,PO?,NODE DELAY,NODE LABEL,CLUSTER SIZE,CLUSTER CONTENTS
I3059,N,N,1,5,6,I3059 g1519 I2491 g821 I1880 g276[IL] 
g1950,N,N,1,6,7,g1950 I3059 g1519 I2491 g821 I1880 g276[IL] 
g2921,N,N,1,7,8,g2921 g1950 I3059 g1519 I2491 g821 I1880 g276[IL] 
g3353,N,N,1,12,8,g3353 g3162 I4402 g2283 I3428 g1825 I2893 g1236 
I2604,N,N,1,3,4,I2604 g1222 I2225 g696[IL] 
g1641,N,N,1,4,5,g1641 I2604 g1222 I2225 g696[IL] 
I3422,N,N,1,5,6,I3422 g1641 I2604 g1222 I2225 g696[IL] 
g2275,N,N,1,6,7,g2275 I3422 g1641 I2604 g1222 I2225 g696[IL] 
I4391,N,N,1,7,8,I4391 g2275 I3422 g1641 I2604 g1222 I2225 g696[IL] 
g3150,N,N,1,11,8,g3150 I4391 g2275 I3422 g1641 I2604 g1222 I2225 
g3361,N,N,1,12,8,g3361 g3150 I4391 g2275 I3422 g1641 I2604 g1222 
g3931,N,N,1,13,8,g3931 g3361 g3150 g3353 g3162 I4391 g2275 I3422 
I2391,N,N,1,3,4,I2391 g774 I1859 g277[IL] 
g1352,N,N,1,4,5,g1352 I2391 g774 I1859 g277[IL] 
g2087,N,N,1,5,6,g2087 g1352 I2391 g774 I1859 g277[IL] 
g4161,N,N,1,14,8,g4161 g3931 g3361 g3150 g3353 g3162 I4391 g2275 
I2611,N,N,1,3,4,I2611 g1209 I2215 g695[IL] 
g1644,N,N,1,4,5,g1644 I2611 g1209 I2215 g695[IL] 
I3408,N,N,1,5,6,I3408 g1644 I2611 g1209 I2215 g695[IL] 
g2265,N,N,1,6,7,g2265 I3408 g1644 I2611 g1209 I2215 g695[IL] 
I4382,N,N,1,7,8,I4382 g2265 I3408 g1644 I2611 g1209 I2215 g695[IL] 
g3136,N,N,1,11,8,g3136 I4382 g2265 I3408 g1644 I2611 g1209 I2215 
I3115,N,N,1,5,6,I3115 g1519 I2491 g821 I1880 g276[IL] 
g2004,N,N,1,6,7,g2004 I3115 g1519 I2491 g821 I1880 g276[IL] 
g2934,N,N,1,7,8,g2934 g2004 I3115 g1519 I2491 g821 I1880 g276[IL] 
g3382,N,N,1,12,8,g3382 g3136 I4382 g2265 I3408 g1644 I2611 g1209 
I2617,N,N,1,3,4,I2617 g1193 I2204 g694[IL] 
g1646,N,N,1,4,5,g1646 I2617 g1193 I2204 g694[IL] 
I3391,N,N,1,5,6,I3391 g1646 I2617 g1193 I2204 g694[IL] 
g2254,N,N,1,6,7,g2254 I3391 g1646 I2617 g1193 I2204 g694[IL] 
I4375,N,N,1,7,8,I4375 g2254 I3391 g1646 I2617 g1193 I2204 g694[IL] 
g3128,N,N,1,11,8,g3128 I4375 g2254 I3391 g1646 I2617 g1193 I2204 
g3383,N,N,1,12,8,g3383 g3128 I4375 g2254 I3391 g1646 I2617 g1193 
g3927,N,N,1,13,8,g3927 g3383 g3128 g3382 g3136 I4375 g2254 I3391 
g4165,N,N,1,14,8,g4165 g3927 g3383 g3128 g3382 g3136 I4375 g2254 
g4586,N,N,1,18,8,g4586 g4165 g3927 g3383 g3128 g3382 g3136 g4161 
I2414,N,N,1,3,4,I2414 g784 I1862 g278[IL] 
g1378,N,N,1,4,5,g1378 I2414 g784 I1862 g278[IL] 
g2106,N,N,1,5,6,g2106 g1378 I2414 g784 I1862 g278[IL] 
g4698,N,N,1,19,8,g4698 g4586 g4165 g3927 g3383 g3128 g3382 g3136 
I2620,N,N,1,3,4,I2620 g1177 I2193 g693[IL] 
g1647,N,N,1,4,5,g1647 I2620 g1177 I2193 g693[IL] 
I3379,N,N,1,5,6,I3379 g1647 I2620 g1177 I2193 g693[IL] 
g2244,N,N,1,6,7,g2244 I3379 g1647 I2620 g1177 I2193 g693[IL] 
I4366,N,N,1,7,8,I4366 g2244 I3379 g1647 I2620 g1177 I2193 g693[IL] 
g3118,N,N,1,11,8,g3118 I4366 g2244 I3379 g1647 I2620 g1177 I2193 
I3099,N,N,1,5,6,I3099 g1519 I2491 g821 I1880 g276[IL] 
g1988,N,N,1,6,7,g1988 I3099 g1519 I2491 g821 I1880 g276[IL] 
g2931,N,N,1,7,8,g2931 g1988 I3099 g1519 I2491 g821 I1880 g276[IL] 
g3377,N,N,1,12,8,g3377 g3118 I4366 g2244 I3379 g1647 I2620 g1177 
I2623,N,N,1,3,4,I2623 g1161 I2182 g692[IL] 
g1648,N,N,1,4,5,g1648 I2623 g1161 I2182 g692[IL] 
I3364,N,N,1,5,6,I3364 g1648 I2623 g1161 I2182 g692[IL] 
g2233,N,N,1,6,7,g2233 I3364 g1648 I2623 g1161 I2182 g692[IL] 
I4351,N,N,1,7,8,I4351 g2233 I3364 g1648 I2623 g1161 I2182 g692[IL] 
g3104,N,N,1,11,8,g3104 I4351 g2233 I3364 g1648 I2623 g1161 I2182 
g3379,N,N,1,12,8,g3379 g3104 I4351 g2233 I3364 g1648 I2623 g1161 
g3934,N,N,1,13,8,g3934 g3379 g3104 g3377 g3118 I4351 g2233 I3364 
I2428,N,N,1,3,4,I2428 g774 I1859 g277[IL] 
g1395,N,N,1,4,5,g1395 I2428 g774 I1859 g277[IL] 
g2136,N,N,1,5,6,g2136 g1395 I2428 g774 I1859 g277[IL] 
g4184,N,N,1,14,8,g4184 g3934 g3379 g3104 g3377 g3118 I4351 g2233 
I2630,N,N,1,3,4,I2630 g1143 I2172 g691[IL] 
g1653,N,N,1,4,5,g1653 I2630 g1143 I2172 g691[IL] 
I2940,N,N,1,5,6,I2940 g1653 I2630 g1143 I2172 g691[IL] 
g1846,N,N,1,6,7,g1846 I2940 g1653 I2630 g1143 I2172 g691[IL] 
I4031,N,N,1,7,8,I4031 g1846 I2940 g1653 I2630 g1143 I2172 g691[IL] 
g2822,N,N,1,11,8,g2822 I4031 g1846 I2940 g1653 I2630 g1143 I2172 
I3080,N,N,1,5,6,I3080 g1519 I2491 g821 I1880 g276[IL] 
g1969,N,N,1,6,7,g1969 I3080 g1519 I2491 g821 I1880 g276[IL] 
g2923,N,N,1,7,8,g2923 g1969 I3080 g1519 I2491 g821 I1880 g276[IL] 
g3368,N,N,1,12,8,g3368 g2822 I4031 g1846 I2940 g1653 I2630 g1143 
I2638,N,N,1,3,4,I2638 g1123 I2165 g690[IL] 
g1659,N,N,1,4,5,g1659 I2638 g1123 I2165 g690[IL] 
I2929,N,N,1,5,6,I2929 g1659 I2638 g1123 I2165 g690[IL] 
g1841,N,N,1,6,7,g1841 I2929 g1659 I2638 g1123 I2165 g690[IL] 
I4019,N,N,1,7,8,I4019 g1841 I2929 g1659 I2638 g1123 I2165 g690[IL] 
g2809,N,N,1,11,8,g2809 I4019 g1841 I2929 g1659 I2638 g1123 I2165 
g3374,N,N,1,12,8,g3374 g2809 I4019 g1841 I2929 g1659 I2638 g1123 
g3973,N,N,1,13,8,g3973 g3374 g2809 g3368 g2822 I4019 g1841 I2929 
g4186,N,N,1,14,8,g4186 g3973 g3374 g2809 g3368 g2822 I4019 g1841 
g4596,N,N,1,18,8,g4596 g4186 g3973 g3374 g2809 g3368 g2822 g4184 
g4701,N,N,1,19,8,g4701 g4596 g4186 g3973 g3374 g2809 g3368 g2822 
g5091,N,N,1,20,8,g5091 g4701 g4596 g4698 g4586 g4186 g3973 g3374 
I2420,N,N,1,3,4,I2420 g791 I1865 g279[IL] 
g1384,N,N,1,4,5,g1384 I2420 g791 I1865 g279[IL] 
g2111,N,N,1,5,6,g2111 g1384 I2420 g791 I1865 g279[IL] 
g5170,N,N,1,21,8,g5170 g5091 g4701 g4596 g4698 g4586 g4186 g3973 
I2791,N,N,1,3,4,I2791 g1236 I2234 g697[IL] 
g1762,N,N,1,4,5,g1762 I2791 g1236 I2234 g697[IL] 
I2925,N,N,1,5,6,I2925 g1762 I2791 g1236 I2234 g697[IL] 
g1837,N,N,1,6,7,g1837 I2925 g1762 I2791 g1236 I2234 g697[IL] 
I3999,N,N,1,7,8,I3999 g1837 I2925 g1762 I2791 g1236 I2234 g697[IL] 
g2796,N,N,1,11,8,g2796 I3999 g1837 I2925 g1762 I2791 g1236 I2234 
I3056,N,N,1,5,6,I3056 g1519 I2491 g821 I1880 g276[IL] 
g1947,N,N,1,6,7,g1947 I3056 g1519 I2491 g821 I1880 g276[IL] 
g2920,N,N,1,7,8,g2920 g1947 I3056 g1519 I2491 g821 I1880 g276[IL] 
g3352,N,N,1,12,8,g3352 g2796 I3999 g1837 I2925 g1762 I2791 g1236 
I2817,N,N,1,3,4,I2817 g1222 I2225 g696[IL] 
g1774,N,N,1,4,5,g1774 I2817 g1222 I2225 g696[IL] 
I2922,N,N,1,5,6,I2922 g1774 I2817 g1222 I2225 g696[IL] 
g1836,N,N,1,6,7,g1836 I2922 g1774 I2817 g1222 I2225 g696[IL] 
I3979,N,N,1,7,8,I3979 g1836 I2922 g1774 I2817 g1222 I2225 g696[IL] 
g2783,N,N,1,11,8,g2783 I3979 g1836 I2922 g1774 I2817 g1222 I2225 
g3360,N,N,1,12,8,g3360 g2783 I3979 g1836 I2922 g1774 I2817 g1222 
g3959,N,N,1,13,8,g3959 g3360 g2783 g3352 g2796 I3979 g1836 I2922 
I2417,N,N,1,3,4,I2417 g774 I1859 g277[IL] 
g1381,N,N,1,4,5,g1381 I2417 g774 I1859 g277[IL] 
g2110,N,N,1,5,6,g2110 g1381 I2417 g774 I1859 g277[IL] 
g4178,N,N,1,14,8,g4178 g3959 g3360 g2783 g3352 g2796 I3979 g1836 
I2835,N,N,1,3,4,I2835 g1209 I2215 g695[IL] 
g1787,N,N,1,4,5,g1787 I2835 g1209 I2215 g695[IL] 
I2919,N,N,1,5,6,I2919 g1787 I2835 g1209 I2215 g695[IL] 
g1835,N,N,1,6,7,g1835 I2919 g1787 I2835 g1209 I2215 g695[IL] 
I3961,N,N,1,7,8,I3961 g1835 I2919 g1787 I2835 g1209 I2215 g695[IL] 
g2772,N,N,1,11,8,g2772 I3961 g1835 I2919 g1787 I2835 g1209 I2215 
I3034,N,N,1,5,6,I3034 g1519 I2491 g821 I1880 g276[IL] 
g1931,N,N,1,6,7,g1931 I3034 g1519 I2491 g821 I1880 g276[IL] 
g2915,N,N,1,7,8,g2915 g1931 I3034 g1519 I2491 g821 I1880 g276[IL] 
g3340,N,N,1,12,8,g3340 g2772 I3961 g1835 I2919 g1787 I2835 g1209 
I2848,N,N,1,3,4,I2848 g1193 I2204 g694[IL] 
g1792,N,N,1,4,5,g1792 I2848 g1193 I2204 g694[IL] 
I2913,N,N,1,5,6,I2913 g1792 I2848 g1193 I2204 g694[IL] 
g1833,N,N,1,6,7,g1833 I2913 g1792 I2848 g1193 I2204 g694[IL] 
I3942,N,N,1,7,8,I3942 g1833 I2913 g1792 I2848 g1193 I2204 g694[IL] 
g2760,N,N,1,11,8,g2760 I3942 g1833 I2913 g1792 I2848 g1193 I2204 
g3351,N,N,1,12,8,g3351 g2760 I3942 g1833 I2913 g1792 I2848 g1193 
g3939,N,N,1,13,8,g3939 g3351 g2760 g3340 g2772 I3942 g1833 I2913 
g4181,N,N,1,14,8,g4181 g3939 g3351 g2760 g3340 g2772 I3942 g1833 
g4591,N,N,1,18,8,g4591 g4181 g3939 g3351 g2760 g3340 g2772 g4178 
I2385,N,N,1,3,4,I2385 g784 I1862 g278[IL] 
g1348,N,N,1,4,5,g1348 I2385 g784 I1862 g278[IL] 
g2079,N,N,1,5,6,g2079 g1348 I2385 g784 I1862 g278[IL] 
g4685,N,N,1,19,8,g4685 g4591 g4181 g3939 g3351 g2760 g3340 g2772 
I2864,N,N,1,3,4,I2864 g1177 I2193 g693[IL] 
g1811,N,N,1,4,5,g1811 I2864 g1177 I2193 g693[IL] 
I3694,N,N,1,5,6,I3694 g1811 I2864 g1177 I2193 g693[IL] 
g2581,N,N,1,6,7,g2581 I3694 g1811 I2864 g1177 I2193 g693[IL] 
I3923,N,N,1,7,8,I3923 g2581 I3694 g1811 I2864 g1177 I2193 g693[IL] 
g2748,N,N,1,11,8,g2748 I3923 g2581 I3694 g1811 I2864 g1177 I2193 
I3013,N,N,1,5,6,I3013 g1519 I2491 g821 I1880 g276[IL] 
g1914,N,N,1,6,7,g1914 I3013 g1519 I2491 g821 I1880 g276[IL] 
g2907,N,N,1,7,8,g2907 g1914 I3013 g1519 I2491 g821 I1880 g276[IL] 
g3329,N,N,1,12,8,g3329 g2748 I3923 g2581 I3694 g1811 I2864 g1177 
I2873,N,N,1,3,4,I2873 g1161 I2182 g692[IL] 
g1814,N,N,1,4,5,g1814 I2873 g1161 I2182 g692[IL] 
I3687,N,N,1,5,6,I3687 g1814 I2873 g1161 I2182 g692[IL] 
g2576,N,N,1,6,7,g2576 I3687 g1814 I2873 g1161 I2182 g692[IL] 
I3902,N,N,1,7,8,I3902 g2576 I3687 g1814 I2873 g1161 I2182 g692[IL] 
g2734,N,N,1,11,8,g2734 I3902 g2576 I3687 g1814 I2873 g1161 I2182 
g3339,N,N,1,12,8,g3339 g2734 I3902 g2576 I3687 g1814 I2873 g1161 
g3966,N,N,1,13,8,g3966 g3339 g2734 g3329 g2748 I3902 g2576 I3687 
I2402,N,N,1,3,4,I2402 g774 I1859 g277[IL] 
g1366,N,N,1,4,5,g1366 I2402 g774 I1859 g277[IL] 
g2099,N,N,1,5,6,g2099 g1366 I2402 g774 I1859 g277[IL] 
g4169,N,N,1,14,8,g4169 g3966 g3339 g2734 g3329 g2748 I3902 g2576 
I2883,N,N,1,3,4,I2883 g1143 I2172 g691[IL] 
g1821,N,N,1,4,5,g1821 I2883 g1143 I2172 g691[IL] 
I3681,N,N,1,5,6,I3681 g1821 I2883 g1143 I2172 g691[IL] 
g2574,N,N,1,6,7,g2574 I3681 g1821 I2883 g1143 I2172 g691[IL] 
I3883,N,N,1,7,8,I3883 g2574 I3681 g1821 I2883 g1143 I2172 g691[IL] 
g2722,N,N,1,11,8,g2722 I3883 g2574 I3681 g1821 I2883 g1143 I2172 
I2989,N,N,1,5,6,I2989 g1519 I2491 g821 I1880 g276[IL] 
g1894,N,N,1,6,7,g1894 I2989 g1519 I2491 g821 I1880 g276[IL] 
g2895,N,N,1,7,8,g2895 g1894 I2989 g1519 I2491 g821 I1880 g276[IL] 
g3317,N,N,1,12,8,g3317 g2722 I3883 g2574 I3681 g1821 I2883 g1143 
I2890,N,N,1,3,4,I2890 g1123 I2165 g690[IL] 
g1824,N,N,1,4,5,g1824 I2890 g1123 I2165 g690[IL] 
I3665,N,N,1,5,6,I3665 g1824 I2890 g1123 I2165 g690[IL] 
g2550,N,N,1,6,7,g2550 I3665 g1824 I2890 g1123 I2165 g690[IL] 
I3855,N,N,1,7,8,I3855 g2550 I3665 g1824 I2890 g1123 I2165 g690[IL] 
g2701,N,N,1,11,8,g2701 I3855 g2550 I3665 g1824 I2890 g1123 I2165 
g3328,N,N,1,12,8,g3328 g2701 I3855 g2550 I3665 g1824 I2890 g1123 
g3930,N,N,1,13,8,g3930 g3328 g2701 g3317 g2722 I3855 g2550 I3665 
g4172,N,N,1,14,8,g4172 g3930 g3328 g2701 g3317 g2722 I3855 g2550 
g4590,N,N,1,18,8,g4590 g4172 g3930 g3328 g2701 g3317 g2722 g4169 
g4686,N,N,1,19,8,g4686 g4590 g4172 g3930 g3328 g2701 g3317 g2722 
g5094,N,N,1,20,8,g5094 g4686 g4590 g4685 g4591 g4172 g3930 g3328 
g5175,N,N,1,21,8,g5175 g5094 g4686 g4590 g4685 g4591 g4172 g3930 
g5423,N,N,1,25,8,g5423 g5175 g5094 g4686 g4590 g4685 g4591 g5170 
g5568,N,N,1,26,8,g5568 g5423 g5175 g5094 g4686 g4590 g4685 g4591 
g5691,N,N,1,27,8,g5691 g5568 g5423 g5175 g5094 g4686 g4590 g4685 
I7494,N,N,1,28,8,I7494 g5691 g5568 g5423 g5175 g5094 g4686 g4590 
g5729,N,N,1,29,8,g5729 I7494 g5691 g5568 g5423 g5175 g5094 g4686 
g5946,N,N,1,30,8,g5946 g5729 I7494 g5691 g5568 g5423 g5175 g5094 
g6192,N,N,1,31,8,g6192 g5946 g5729 I7494 g5691 g5568 g5423 g5175 
I8201,N,N,1,32,8,I8201 g6192 g5946 g5729 I7494 g5691 g5568 g5423 
I8202,N,N,1,36,8,I8202 I8201 g6192 g5946 g5729 I7494 g5691 g5568 
I8203,N,N,1,36,8,I8203 I8201 g6192 g5946 g5729 I7494 g5691 g5568 
g6397,N,N,1,37,8,g6397 I8203 I8202 I8201 g6192 g5946 g5729 I7494 
g283[IL],Y,N,0,0,1,g283[IL] 
I1877,N,N,1,1,2,I1877 g283[IL] 
g815,N,N,1,2,3,g815 I1877 g283[IL] 
g282[IL],Y,N,0,0,1,g282[IL] 
I1874,N,N,1,1,2,I1874 g282[IL] 
g809,N,N,1,2,3,g809 I1874 g282[IL] 
g1628,N,N,1,3,7,g1628 g809 I1874 g282[IL] g815 I1877 g283[IL] 
g6473,N,N,1,38,8,g6473 g6397 I8203 I8202 I8201 g6192 g5946 g5729 
g1588,N,N,1,3,4,g1588 g798 I1868 g280[IL] 
g2100,N,N,1,6,8,g2100 g1588 g798 I1868 g280[IL] g791 I1865 g279[IL] 
g1582,N,N,1,6,8,g1582 g821 I1880 g276[IL] g774 I1859 g277[IL] g784 
g2928,N,N,1,7,8,g2928 g1582 g2100 g1588 g798 I1868 g280[IL] g791 
g3512,N,N,1,9,8,g3512 g1764 g2928 g1582 g2100 g1588 I2797 I2796 
I5307,N,N,1,10,8,I5307 g3512 g1764 g2928 g1582 g2100 g1588 I2797 
I5308,N,N,1,11,8,I5308 I5307 g3512 g1764 g2928 g1582 g2100 g1588 
I5309,N,N,1,11,8,I5309 I5307 g3512 g1764 g2928 g1582 g2100 g1588 
g4007,N,N,1,14,8,g4007 I5309 I5308 I5307 g3512 g1764 g2928 g1582 
g4247,N,N,1,15,8,g4247 g4007 I5309 I5308 I5307 g3512 g1764 g2928 
g6549,N,N,1,39,8,g6549 g6473 g6397 I8203 I8202 I8201 g6192 g5946 
g6637,N,N,1,40,8,g6637 g6549 g6473 g6397 I8203 I8202 I8201 g6192 
g1639,N,N,1,3,4,g1639 g815 I1877 g283[IL] 
g2138,N,N,1,4,8,g2138 g1639 g815 I1877 g283[IL] g809 I1874 g282[IL] 
g6474,N,N,1,38,8,g6474 g6397 I8203 I8202 I8201 g6192 g5946 g5729 
g6558,N,N,1,39,8,g6558 g6474 g6397 I8203 I8202 I8201 g6192 g5946 
g6679,N,N,1,43,8,g6679 g6637 g6549 g6473 g6397 I8203 I8202 g6558 
g6540,N,N,1,39,8,g6540 g6474 g6397 I8203 I8202 I8201 g6192 g5946 
g6628,N,N,1,40,8,g6628 g6540 g6474 g6397 I8203 I8202 I8201 g6192 
g6559,N,N,1,39,8,g6559 g6474 g6397 I8203 I8202 I8201 g6192 g5946 
g6640,N,N,1,40,8,g6640 g6549 g6473 g6397 I8203 I8202 I8201 g6192 
g3905,N,N,1,10,8,g3905 g3512 g1764 g2928 g1582 g2100 g1588 I2797 
g1481,N,N,1,3,7,g1481 g809 I1874 g282[IL] g815 I1877 g283[IL] 
g4416,N,N,1,11,8,g4416 g3905 g3512 g1764 g2928 g1582 g2100 g1588 
g1642,N,N,1,3,4,g1642 g809 I1874 g282[IL] 
g2156,N,N,1,4,8,g2156 g1642 g809 I1874 g282[IL] g815 I1877 g283[IL] 
g2950,N,N,1,8,8,g2950 g1612 I2574 g2156 g1642 g809 I1874 g282[IL] 
g6673,N,N,1,43,8,g6673 g6640 g6549 g6473 g6397 I8203 I8202 g6559 
g6715,N,N,1,44,8,g6715 g6673 g6640 g6549 g6473 g6397 I8203 I8202 
g3921,N,N,1,10,8,g3921 g3512 g1764 g2928 g1582 g2100 g1588 I2797 
g4234,N,N,1,11,8,g4234 g3921 g3512 g1764 g2928 g1582 g2100 g1588 
g3928,N,N,1,10,8,g3928 g3512 g1764 g2928 g1582 g2100 g1588 I2797 
g4578,N,N,1,14,8,g4578 g4234 g3921 g3512 g1764 g3928 g2928 g1582 
g4694,N,N,1,15,8,g4694 g4578 g4234 g3921 g3512 g1764 g3928 g2928 
g4280,N,N,1,15,8,g4280 g4007 I5309 I5308 I5307 g3512 g1764 g2928 
g5085,N,N,1,17,8,g5085 g4280 g4694 g4578 g4007 g4234 g3921 I5309 
g5242,N,N,1,18,8,g5242 g5085 g4280 g4694 g4578 g4007 g4234 g3921 
g6739,N,N,1,46,8,g6739 g6715 g6673 g6640 g6549 g6473 g6397 I8203 
g6762,N,N,1,47,8,g6762 g6739 g6715 g6673 g6640 g6679 g6549 g6473 
g6713,N,N,1,44,8,g6713 g6679 g6637 g6549 g6473 g6397 I8203 I8202 
g6738,N,N,1,46,8,g6738 g6713 g6679 g6637 g6549 g6473 g6397 I8203 
g6758,N,N,1,47,8,g6758 g6738 g6713 g6679 g6673 g6637 g6549 g6473 
g6778,N,N,1,50,8,g6778 g6758 g6738 g6762 g6739 g6713 g6715 g6673 
I8946,N,N,1,51,8,I8946 g6778 g6758 g6738 g6762 g6739 g6713 g6715 
g6786,N,N,1,52,8,g6786 I8946 g6778 g6758 g6738 g6762 g6739 g6713 
g6822,N,N,1,53,8,g6822 g6786 I8946 g6778 g6758 g6738 g6762 g6739 
g6837,N,N,1,55,8,g6837 g6822 g6786 I8946 g6778 g6758 g6738 g6762 
g6847,N,N,1,56,8,g6847 g6837 g6822 g6786 I8946 g6778 g6758 g6738 
I2552,N,N,1,2,3,I2552 g971 g658[IL] 
g1578,N,N,1,3,4,g1578 I2552 g971 g658[IL] 
g2295,N,N,1,4,5,g2295 g1578 I2552 g971 g658[IL] 
g6852,N,N,1,57,8,g6852 g6847 g6837 g6822 g6786 I8946 g6778 g6758 
g2089,N,N,1,4,8,g2089 g1578 I2552 g971 g658[IL] g1123 I2165 g690[IL] 
g6864,N,N,1,58,8,g6864 g6852 g6847 g6837 g6822 g6786 I8946 g6778 
I9098,N,N,1,61,8,I9098 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6877,N,N,1,62,8,g6877 I9098 g6864 g6852 g6847 g6837 g6822 g6786 
I9185,N,N,1,63,8,I9185 g6877 I9098 g6864 g6852 g6847 g6837 g6822 
g6906,N,N,1,64,8,g6906 I9185 g6877 I9098 g6864 g6852 g6847 g6837 
I9104,N,N,1,61,8,I9104 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6879,N,N,1,62,8,g6879 I9104 g6864 g6852 g6847 g6837 g6822 g6786 
I9182,N,N,1,63,8,I9182 g6879 I9104 g6864 g6852 g6847 g6837 g6822 
g6905,N,N,1,64,8,g6905 I9182 g6879 I9104 g6864 g6852 g6847 g6837 
g6915,N,N,1,68,8,g6915 g6905 I9182 g6879 I9104 g6906 I9185 g6877 
I9110,N,N,1,61,8,I9110 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6881,N,N,1,62,8,g6881 I9110 g6864 g6852 g6847 g6837 g6822 g6786 
I9176,N,N,1,63,8,I9176 g6881 I9110 g6864 g6852 g6847 g6837 g6822 
g6903,N,N,1,64,8,g6903 I9176 g6881 I9110 g6864 g6852 g6847 g6837 
I9116,N,N,1,61,8,I9116 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6883,N,N,1,62,8,g6883 I9116 g6864 g6852 g6847 g6837 g6822 g6786 
I9170,N,N,1,63,8,I9170 g6883 I9116 g6864 g6852 g6847 g6837 g6822 
g6901,N,N,1,64,8,g6901 I9170 g6883 I9116 g6864 g6852 g6847 g6837 
g6916,N,N,1,68,8,g6916 g6901 I9170 g6883 I9116 g6903 I9176 g6881 
g6920,N,N,1,69,8,g6920 g6916 g6915 g6901 I9170 g6883 I9116 g6903 
I9122,N,N,1,61,8,I9122 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6885,N,N,1,62,8,g6885 I9122 g6864 g6852 g6847 g6837 g6822 g6786 
I9164,N,N,1,63,8,I9164 g6885 I9122 g6864 g6852 g6847 g6837 g6822 
g6899,N,N,1,64,8,g6899 I9164 g6885 I9122 g6864 g6852 g6847 g6837 
I9128,N,N,1,61,8,I9128 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6887,N,N,1,62,8,g6887 I9128 g6864 g6852 g6847 g6837 g6822 g6786 
I9158,N,N,1,63,8,I9158 g6887 I9128 g6864 g6852 g6847 g6837 g6822 
g6897,N,N,1,64,8,g6897 I9158 g6887 I9128 g6864 g6852 g6847 g6837 
g6912,N,N,1,68,8,g6912 g6897 I9158 g6887 I9128 g6899 I9164 g6885 
I9134,N,N,1,61,8,I9134 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6889,N,N,1,62,8,g6889 I9134 g6864 g6852 g6847 g6837 g6822 g6786 
I9152,N,N,1,63,8,I9152 g6889 I9134 g6864 g6852 g6847 g6837 g6822 
g6895,N,N,1,64,8,g6895 I9152 g6889 I9134 g6864 g6852 g6847 g6837 
I9137,N,N,1,61,8,I9137 g6864 g6852 g6847 g6837 g6822 g6786 I8946 
g6890,N,N,1,62,8,g6890 I9137 g6864 g6852 g6847 g6837 g6822 g6786 
I9146,N,N,1,63,8,I9146 g6890 I9137 g6864 g6852 g6847 g6837 g6822 
g6893,N,N,1,64,8,g6893 I9146 g6890 I9137 g6864 g6852 g6847 g6837 
g6914,N,N,1,68,8,g6914 g6893 I9146 g6890 I9137 g6895 I9152 g6889 
g6919,N,N,1,69,8,g6919 g6914 g6912 g6893 I9146 g6890 I9137 g6895 
g6924,N,N,1,70,8,g6924 g6919 g6914 g6912 g6920 g6916 g6915 g6893 
g6927,N,N,1,71,8,g6927 g6924 g6919 g6914 g6912 g6920 g6916 g6915 
g6929,N,N,1,75,8,g6929 g6927 g6924 g6919 g6914 g6912 g6920 g6916 
g6931,N,N,1,76,8,g6931 g6929 g6927 g6924 g6919 g6914 g6912 g6920 
I9217,N,N,1,77,8,I9217 g6931 g6929 g6927 g6924 g6919 g6914 g6912 
g6932,N,N,1,78,8,g6932 I9217 g6931 g6929 g6927 g6924 g6919 g6914 
g6934,N,N,1,79,8,g6934 g6932 I9217 g6931 g6929 g6927 g6924 g6919 
g6937,N,N,1,80,8,g6937 g6934 g6932 I9217 g6931 g6929 g6927 g6924 
I9227,N,N,1,81,8,I9227 g6937 g6934 g6932 I9217 g6931 g6929 g6927 
g6938,N,N,1,82,8,g6938 I9227 g6937 g6934 g6932 I9217 g6931 g6929 
I9233,N,N,1,86,8,I9233 g6938 I9227 g6937 g6934 g6932 I9217 g6931 
g6940,N,N,1,87,8,g6940 I9233 g6938 I9227 g6937 g6934 g6932 I9217 
g6940[OL],N,Y,1,88,8,g6940[OL] g6940 I9233 g6938 I9227 g6937 g6934 g6932 
g208[IL],Y,N,0,0,1,g208[IL] 
I1844,N,N,1,1,2,I1844 g208[IL] 
g743,N,N,1,2,3,g743 I1844 g208[IL] 
g1584,N,N,1,3,4,g1584 g743 I1844 g208[IL] 
g209[IL],Y,N,0,0,1,g209[IL] 
I1847,N,N,1,1,2,I1847 g209[IL] 
g749,N,N,1,2,3,g749 I1847 g209[IL] 
g207[IL],Y,N,0,0,1,g207[IL] 
I1841,N,N,1,1,2,I1841 g207[IL] 
g736,N,N,1,2,3,g736 I1841 g207[IL] 
g2095,N,N,1,6,8,g2095 g1584 g743 I1844 g208[IL] g736 I1841 g207[IL] 
g206[IL],Y,N,0,0,1,g206[IL] 
I1838,N,N,1,1,2,I1838 g206[IL] 
g729,N,N,1,2,3,g729 I1838 g206[IL] 
g205[IL],Y,N,0,0,1,g205[IL] 
I1835,N,N,1,1,2,I1835 g205[IL] 
g719,N,N,1,2,3,g719 I1835 g205[IL] 
g204[IL],Y,N,0,0,1,g204[IL] 
